@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.RemoveUseless-M50.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
0.604791,0.639847,0.384615,0.774648,0.548718,0.743733,0.586735,0.544747,0.689273,0.628285,0.610063,0.57485,0.534653,MuyAlta
0.580839,0.690932,0.384615,0.710262,0.458974,0.768802,0.596939,0.552529,0.635294,0.667084,0.675472,0.550898,0.544554,MuyAlta
0.568863,0.743295,0.384615,0.67002,0.35641,0.802228,0.484694,0.455253,0.635294,0.538173,0.734591,0.586826,0.534653,Moderada
0.586826,0.791826,0.384615,0.603622,0.302564,0.908078,0.239796,0.214008,0.544637,0.529412,0.788679,0.616766,0.524752,Moderada
0.646706,0.855683,0.423077,0.583501,0.266667,0.910864,0.311224,0.284047,0.488581,0.42428,0.85283,0.634731,0.524752,Media
0.646706,0.879949,0.288462,0.583501,0.264103,0.91922,0.408163,0.350195,0.488581,0.411765,0.893082,0.670659,0.524752,Media
0.616766,0.951469,0.307692,0.523139,0.266667,0.963788,0.316327,0.276265,0.425606,0.371715,0.942138,0.658683,0.514851,Media
0.604791,0.968072,0.230769,0.533199,0.323077,0.930362,0.30102,0.264591,0.290657,0.297872,0.971069,0.646707,0.514851,Baja
0.622754,0.994891,0.153846,0.521127,0.382051,0.880223,0.147959,0.151751,0.37301,0.331665,0.998742,0.664671,0.50495,Baja
0.640719,0.977011,0.230769,0.525151,0.474359,0.849582,0.035714,0.031128,0.229066,0.285357,0.979874,0.670659,0.524752,Baja
0.622754,0.97318,0.326923,0.472837,0.489744,0.367688,0.05102,0.050584,0.181315,0.326658,0.981132,0.652695,0.524752,Baja
0.634731,0.93742,0.403846,0.454728,0.579487,0.467967,0.193878,0.175097,0.587543,0.362954,0.94717,0.634731,0.544554,Baja
0.664669,0.899106,0.519231,0.466801,0.605128,0.498607,0.270408,0.256809,0.544637,0.444305,0.913208,0.640719,0.534653,Media
0.7006,0.849298,0.730769,0.468813,0.65641,0.48468,0.336735,0.311284,0.587543,0.261577,0.859119,0.682635,0.534653,Media
0.712575,0.822478,0.942308,0.54326,0.61282,0.537604,0.30102,0.2607,0.488581,0.372966,0.823899,0.736527,0.544554,Media
0.694609,0.808429,1,0.577465,0.538462,0.640669,0.214286,0.182879,0.425606,0.339174,0.803774,0.724551,0.534653,Media
0.688621,0.795658,1,0.569417,0.464103,0.760446,0.188776,0.163424,0.425606,0.376721,0.802516,0.694611,0.544554,Baja
0.694609,0.781609,1,0.513078,0.374359,0.955432,0.214286,0.182879,0.37301,0.411765,0.788679,0.652695,0.554455,Baja
0.658681,0.772669,0.961538,0.444668,0.405128,0.108635,0.229592,0.237354,0.37301,0.342929,0.786164,0.664671,0.534653,Baja
0.67066,0.747126,0.865385,0.432596,0.397436,0.144847,0.316327,0.276265,0.37301,0.237797,0.772327,0.694611,0.534653,Baja
0.646706,0.729246,0.788462,0.416499,0.423077,0.192201,0.265306,0.237354,0.689273,0.32791,0.750943,0.676647,0.534653,Baja
0.688623,0.703704,0.769231,0.408451,0.484615,0.253482,0.270408,0.233463,0.587543,0.429287,0.728302,0.664671,0.50495,Media
0.640719,0.676884,0.884615,0.392354,0.535897,0.328691,0.316327,0.276265,0.544637,0.474343,0.699371,0.670659,0.49505,Media
0.664671,0.660281,0.884615,0.400402,0.535897,0.300836,0.326531,0.276265,0.544637,0.380476,0.680503,0.652695,0.50495,Media
0.688623,0.636015,0.788462,0.384306,0.523077,0.314763,0.316327,0.276265,0.488581,0.453066,0.664151,0.688623,0.514851,Baja
0.712575,0.616858,0.75,0.358149,0.502564,0.281337,0.306122,0.272374,0.488581,0.292866,0.638994,0.700599,0.514851,Baja
0.712575,0.578544,0.769231,0.32998,0.515385,0.289694,0.280612,0.264591,0.488581,0.336671,0.612579,0.712575,0.524752,Baja
0.760478,0.537676,0.788462,0.273642,0.515385,0.264624,0.377551,0.326848,0.488581,0.16771,0.572327,0.724551,0.524752,Media
0.814371,0.46871,0.826923,0.237425,0.582051,0.29805,0.510204,0.44358,0.160554,0.191489,0.515723,0.754491,0.524752,Moderada
0.832333,0.418902,0.942308,0.309859,0.725641,0.306407,0.653061,0.599222,0.258131,0.284105,0.447799,0.772455,0.524752,Moderada
0.796406,0.418902,0.903846,0.462777,0.746154,0.437326,0.357143,0.319066,0.37301,0.418023,0.431447,0.766467,0.524752,Media
0.772455,0.39719,0.788462,0.368209,0.674359,0.359331,0.357143,0.315175,0.290657,0.309136,0.427673,0.754491,0.534653,Media
0.832335,0.365262,0.673077,0.38833,0.748718,0.359331,0.443878,0.392996,0.37301,0.347935,0.396226,0.766467,0.544554,MuyAlta
0.79042,0.394636,0.711538,0.565392,0.730769,0.504178,0.331633,0.299611,0.488581,0.553191,0.398742,0.784431,0.554455,Moderada
0.742515,0.398467,0.865385,0.432596,0.569231,0.43454,0.188776,0.171206,0.587543,0.603254,0.416352,0.748503,0.534653,Moderada
0.7006,0.295019,1,0.460765,0.264103,0.153203,0.244898,0.233463,0.488581,0.493116,0.345912,0.688623,0.564356,Media
0.736526,0.209451,0.788462,0.674044,0.246154,0.980501,0.377551,0.346304,0.544637,0.381727,0.225157,0.700599,0.544554,Media
0.706586,0.232439,0.5,0.716298,0.469231,0.777159,0.392857,0.357977,0.258131,0.260325,0.21761,0.718563,0.574257,Moderada
0.7006,0.295019,0.519231,0.60161,0.65641,0.685237,0.438776,0.389105,0.635294,0.483104,0.283019,0.658683,0.564356,Moderada
0.706586,0.323116,0.730769,0.547284,0.720513,0.543175,0.428571,0.392996,0.544637,0.380476,0.334591,0.736527,0.554455,Moderada
0.694611,0.339719,0.692308,0.631791,0.725641,0.590529,0.346939,0.303502,0.635294,0.50438,0.345912,0.742515,0.574257,Moderada
0.706586,0.376756,0.653846,0.684105,0.671795,0.607242,0.484694,0.428016,0.544637,0.385482,0.374843,0.748503,0.574257,Moderada
0.700598,0.398467,0.653846,0.49497,0.633333,0.557103,0.362245,0.315175,0.821453,0.60826,0.403774,0.730539,0.544554,Moderada
0.700598,0.315453,0.75,0.229376,0.471795,0.328691,0.489796,0.447471,0.750865,0.529412,0.377358,0.718563,0.554455,Moderada
0.748503,0.120051,0.807692,0.372233,0.253846,0.181058,0.826531,0.762646,0.229066,0.325407,0.216352,0.700599,0.564356,MuyAlta
0.760478,0.15198,0.692308,0.756539,0.433333,0.167131,0.178571,0.175097,0.821453,0.724656,0.135849,0.718563,0.574257,MuyAlta
0.688623,0.273308,0.75,0.820926,0.605128,0.729805,0.443878,0.412451,0.544637,0.692115,0.221384,0.688623,0.574257,MuyAlta
0.604791,0.347382,0.673077,0.756539,0.661538,0.682451,0.602041,0.55642,0.587543,0.501877,0.309434,0.694611,0.554455,MuyAlta
0.646706,0.430396,0.615385,0.782696,0.633333,0.699164,0.530612,0.474708,0.635294,0.503129,0.396226,0.700599,0.544554,MuyAlta
0.598803,0.512133,0.653846,0.742455,0.702564,0.682451,0.52551,0.474708,0.635294,0.531915,0.491824,0.652695,0.544554,MuyAlta
0.622753,0.533844,0.461538,0.645875,0.7,0.537604,0.357143,0.354086,0.544637,0.560701,0.527044,0.568862,0.544554,Moderada
0.634731,0.570881,0.596154,0.770624,0.582051,0.651811,0.663265,0.614786,0.544637,0.411765,0.524528,0.598802,0.544554,MuyAlta
0.634731,0.651341,0.480769,0.720322,0.564103,0.746518,0.556122,0.48249,0.544637,0.478098,0.623899,0.652695,0.534653,Moderada
0.634731,0.703704,0.519231,0.629779,0.605128,0.690808,0.403061,0.361868,0.488581,0.401752,0.69434,0.688623,0.514851,Moderada
0.640718,0.742018,0.673077,0.472837,0.610256,0.559889,0.22449,0.229572,0.37301,0.476846,0.744654,0.682635,0.50495,Media
0.688623,0.752235,0.75,0.386318,0.661538,0.401114,0.352041,0.299611,0.37301,0.415519,0.76478,0.694611,0.50495,Media
0.694609,0.745849,0.788462,0.346076,0.61282,0.373259,0.403061,0.357977,0.425606,0.364205,0.774843,0.706587,0.514851,Media
0.694611,0.708812,0.788462,0.219316,0.487179,0.300836,0.515306,0.470817,0.37301,0.226533,0.745912,0.706587,0.524752,Moderada
0.682633,0.59387,0.903846,0.102616,0.425641,0.259053,0.647959,0.587549,0.20346,0.272841,0.675472,0.694611,0.524752,MuyAlta
0.778443,0.494253,0.961538,0.207243,0.635897,0.256267,0.841837,0.743191,0.425606,0.506884,0.539623,0.676647,0.524752,MuyAlta
0.79042,0.491699,1,0.424547,0.792308,0.406685,0.428571,0.392996,0.488581,0.560701,0.506918,0.754491,0.514851,Moderada
0.808383,0.484036,0.961538,0.392354,0.682051,0.350975,0.316327,0.287938,0.425606,0.490613,0.503145,0.736527,0.514851,Moderada
0.754491,0.448276,0.961538,0.406439,0.658974,0.384401,0.464286,0.40856,0.488581,0.48811,0.464151,0.736527,0.514851,Moderada
0.718563,0.420179,1,0.428571,0.630769,0.359331,0.438776,0.381323,0.425606,0.455569,0.433962,0.730539,0.514851,Moderada
0.754489,0.385696,0.942308,0.486921,0.533333,0.317549,0.127551,0.132296,0.425606,0.463079,0.398742,0.712575,0.524752,Media
0.706586,0.37931,0.980769,0.587525,0.597436,0.704735,0.352041,0.315175,0.37301,0.395494,0.367296,0.724551,0.514851,Moderada
0.688621,0.409962,0.923077,0.486921,0.520513,0.70195,0.096939,0.105058,0.425606,0.479349,0.427673,0.688623,0.534653,Media
0.646706,0.438059,0.865385,0.585513,0.448718,0.810585,0.260204,0.241245,0.425606,0.503129,0.446541,0.664671,0.514851,Media
0.664669,0.482759,0.711538,0.579477,0.546154,0.643454,0.27551,0.252918,0.488581,0.47184,0.485535,0.712575,0.50495,Media
0.682634,0.482759,0.942308,0.448692,0.715385,0.512535,0.331633,0.280156,0.425606,0.356696,0.496855,0.724551,0.524752,Media
0.688623,0.462324,1,0.470825,0.651282,0.342618,0.443878,0.412451,0.488581,0.364205,0.467925,0.664671,0.524752,Media
0.646706,0.48659,0.846154,0.760563,0.517949,0.752089,0.545918,0.529183,0.20346,0.251564,0.474214,0.664671,0.524752,Media
0.652694,0.546616,0.557692,0.784708,0.561538,0.70195,0.540816,0.478599,0.290657,0.246558,0.528302,0.682635,0.544554,Media
0.676646,0.607918,0.634615,0.720322,0.576923,0.724234,0.581633,0.529183,0.258131,0.262829,0.583648,0.694611,0.544554,Moderada
0.700598,0.670498,0.653846,0.663984,0.55641,0.727019,0.494898,0.447471,0.37301,0.312891,0.659119,0.688623,0.534653,Media
0.676646,0.684547,0.673077,0.527163,0.607692,0.5961,0.311224,0.276265,0.425606,0.364205,0.685535,0.688623,0.524752,Media
0.634729,0.641124,0.673077,0.251509,0.68718,0.381616,0.382653,0.342412,0.425606,0.356696,0.662893,0.676647,0.534653,Moderada
0.658681,0.517241,0.961538,0.2334,0.782051,0.362117,0.719388,0.673152,0.160554,0.24781,0.568553,0.670659,0.524752,MuyAlta
0.736526,0.492976,0.807692,0.559356,0.638462,0.62117,0.285714,0.276265,0.488581,0.48811,0.508176,0.724551,0.514851,Moderada
0.682633,0.505747,0.807692,0.521127,0.589744,0.532033,0.183673,0.182879,0.544637,0.496871,0.518239,0.724551,0.514851,Moderada
0.73054,0.446999,0.75,0.420523,0.725641,0.398329,0.443878,0.385214,0.425606,0.451815,0.47673,0.706587,0.50495,Moderada
0.688621,0.37931,0.923077,0.478873,0.841026,0.437326,0.362245,0.338521,0.425606,0.400501,0.402516,0.694611,0.50495,MuyAlta
0.646706,0.339719,0.846154,0.531187,0.871795,0.454039,0.494898,0.486381,0.689273,0.549437,0.357233,0.694611,0.485149,MuyAlta
0.646706,0.323116,0.865385,0.686117,0.741026,0.584958,0.622449,0.595331,0.635294,0.624531,0.295597,0.688623,0.485149,Moderada
0.634731,0.394636,0.807692,0.839034,0.605128,0.70195,0.596939,0.536965,0.635294,0.474343,0.358491,0.682635,0.49505,Moderada
0.628741,0.471264,0.711538,0.814889,0.610256,0.732591,0.612245,0.55642,0.544637,0.461827,0.438994,0.670659,0.49505,Moderada
0.628741,0.541507,0.75,0.730382,0.487179,0.779944,0.535714,0.486381,0.544637,0.399249,0.50566,0.646707,0.49505,Moderada
0.622753,0.59387,0.653846,0.674044,0.561538,0.729805,0.413265,0.365759,0.544637,0.449312,0.579874,0.658683,0.49505,Moderada
0.616766,0.62069,0.634615,0.649899,0.538462,0.70195,0.387755,0.346304,0.488581,0.376721,0.615094,0.622754,0.455446,Media
0.622754,0.670498,0.519231,0.651912,0.484615,0.732591,0.326531,0.322957,0.488581,0.410513,0.659119,0.634731,0.485149,Media
0.598803,0.706258,0.653846,0.617706,0.505128,0.721448,0.311224,0.264591,0.425606,0.389237,0.696855,0.640719,0.455446,Media
0.592814,0.725415,0.576923,0.583501,0.558974,0.668524,0.295918,0.272374,0.425606,0.413016,0.72327,0.634731,0.455446,Media
0.610779,0.717752,0.692308,0.478873,0.664103,0.51532,0.346939,0.284047,0.32872,0.372966,0.72327,0.628743,0.455446,Media
0.640718,0.689655,0.730769,0.466801,0.766667,0.467967,0.454082,0.400778,0.425606,0.295369,0.70566,0.664671,0.455446,Moderada
0.628741,0.652618,0.788462,0.424547,0.776923,0.448468,0.627551,0.552529,0.32872,0.276596,0.667925,0.658683,0.455446,Moderada
0.610779,0.62963,0.826923,0.420523,0.787179,0.465181,0.612245,0.63035,0.425606,0.395494,0.642767,0.658683,0.465347,Moderada
0.622754,0.624521,0.788462,0.486921,0.653846,0.428969,0.494898,0.455253,0.488581,0.395494,0.621384,0.622754,0.475248,Media
0.604791,0.63857,0.788462,0.571429,0.512821,0.75766,0.168367,0.14786,0.37301,0.377972,0.647799,0.664671,0.455446,Media
0.598801,0.664112,0.730769,0.561368,0.441026,0.732591,0.168367,0.155642,0.425606,0.357947,0.672956,0.640719,0.465347,Media
0.604789,0.692209,0.673077,0.529175,0.438462,0.774373,0.020408,0.031128,0.750865,0.444305,0.700629,0.628743,0.485149,Moderada
0.616766,0.696041,0.653846,0.438632,0.471795,0.245125,0.061224,0.07393,0.488581,0.617021,0.710692,0.646707,0.475248,Media
0.634729,0.671775,0.711538,0.352113,0.476923,0.231198,0.255102,0.225681,0.635294,0.549437,0.701887,0.652695,0.49505,Media
0.622754,0.675607,0.730769,0.303823,0.561538,0.281337,0.367347,0.342412,0.544637,0.411765,0.69434,0.652695,0.475248,Media
0.634729,0.655172,0.653846,0.261569,0.579487,0.311978,0.454082,0.400778,0.425606,0.260325,0.677987,0.646707,0.475248,Media
0.640719,0.63857,0.576923,0.201207,0.612821,0.328691,0.591837,0.533074,0.20346,0.234043,0.665409,0.652695,0.475248,Moderada
0.694609,0.586207,0.596154,0.185111,0.628205,0.311978,0.535714,0.470817,0.229066,0.379224,0.623899,0.670659,0.475248,Moderada
0.682633,0.544061,0.788462,0.187123,0.664103,0.32312,0.653061,0.614786,0.544637,0.385482,0.593711,0.670659,0.465347,MuyAlta
0.718561,0.501916,0.807692,0.199195,0.641026,0.317549,0.591837,0.560311,0.425606,0.514393,0.549686,0.694611,0.465347,MuyAlta
0.724549,0.43295,0.846154,0.199195,0.620513,0.29805,0.744898,0.680934,0.689273,0.491865,0.481761,0.694611,0.465347,MuyAlta
0.712573,0.381865,0.903846,0.311871,0.738462,0.395543,0.678571,0.626459,0.587543,0.578223,0.407547,0.718563,0.415842,MuyAlta
0.610779,0.383142,0.903846,0.442656,0.671795,0.364903,0.372449,0.350195,0.587543,0.638298,0.411321,0.664671,0.475248,MuyAlta
0.628741,0.367816,0.807692,0.527163,0.715385,0.481894,0.428571,0.396887,0.488581,0.564456,0.378616,0.676647,0.475248,Moderada
0.634729,0.402299,0.75,0.593561,0.6,0.504178,0.285714,0.2607,0.488581,0.554443,0.406289,0.646707,0.475248,Moderada
0.604791,0.44189,0.807692,0.674044,0.617949,0.62117,0.433673,0.396887,0.544637,0.460576,0.437736,0.676647,0.475248,Moderada
0.604791,0.457216,0.846154,0.571429,0.679487,0.623955,0.382653,0.342412,0.488581,0.426783,0.457862,0.664671,0.485149,Moderada
0.604789,0.427842,0.923077,0.50503,0.648718,0.545961,0.306122,0.268482,0.544637,0.455569,0.447799,0.670659,0.435644,Moderada
0.622754,0.392082,0.865385,0.511066,0.610256,0.35376,0.346939,0.315175,0.37301,0.476846,0.410063,0.634731,0.415842,Moderada
0.622754,0.37037,0.769231,0.613682,0.507692,0.225627,0.183673,0.175097,0.488581,0.563204,0.362264,0.622754,0.415842,Media
0.592814,0.371648,0.826923,0.700201,0.435897,0.866295,0.27551,0.237354,0.750865,0.573217,0.376101,0.616766,0.425743,Moderada
0.550898,0.389527,0.75,0.710262,0.487179,0.749304,0.413265,0.373541,0.37301,0.366708,0.388679,0.598802,0.415842,Moderada
0.616766,0.394636,0.557692,0.639839,0.564103,0.768802,0.168367,0.18677,0.544637,0.554443,0.391195,0.586826,0.445545,Moderada
0.622753,0.371648,0.596154,0.587525,0.587179,0.62117,0.270408,0.233463,0.425606,0.496871,0.381132,0.610778,0.425743,Media
0.562874,0.355045,0.653846,0.478873,0.530769,0.493036,0.19898,0.171206,0.488581,0.513141,0.383648,0.60479,0.455446,Media
0.544911,0.36143,0.692308,0.460765,0.351282,0.303621,0.030612,0.046693,0.425606,0.506884,0.387421,0.592814,0.425743,Moderada
0.574849,0.401022,0.653846,0.464789,0.192308,0.022284,0.306122,0.29572,0.488581,0.55194,0.423899,0.610778,0.39604,Media
0.598801,0.464879,0.653846,0.595573,0.151282,0.941504,0.540816,0.494163,0.544637,0.405507,0.467925,0.592814,0.39604,Media
0.550899,0.530013,0.634615,0.663984,0.220513,0.938719,0.47449,0.431907,0.37301,0.34418,0.52956,0.610778,0.435644,Moderada
0.520959,0.578544,0.634615,0.71831,0.246154,0.869081,0.545918,0.478599,0.37301,0.307885,0.566038,0.586826,0.435644,Moderada
0.556886,0.628352,0.442308,0.706237,0.274359,0.880223,0.540816,0.48249,0.488581,0.419274,0.61761,0.610778,0.425743,Moderada
0.562872,0.675607,0.5,0.746479,0.341026,0.821727,0.556122,0.498054,0.290657,0.357947,0.672956,0.610778,0.39604,Moderada
0.538921,0.711367,0.730769,0.748491,0.379487,0.81337,0.530612,0.501946,0.425606,0.361702,0.700629,0.60479,0.405941,Moderada
0.598803,0.719029,0.865385,0.742455,0.430769,0.75766,0.596939,0.544747,0.37301,0.339174,0.698113,0.622754,0.39604,Media
0.598803,0.734355,0.769231,0.722334,0.374359,0.810585,0.413265,0.36965,0.425606,0.341677,0.728302,0.616766,0.465347,Moderada
0.574849,0.770115,0.730769,0.67002,0.433333,0.796657,0.479592,0.447471,0.425606,0.356696,0.754717,0.610778,0.39604,Media
0.532932,0.742018,0.923077,0.61167,0.602564,0.615599,0.183673,0.159533,0.488581,0.352941,0.752201,0.556886,0.386139,Moderada
0.580839,0.685824,0.826923,0.722334,0.702564,0.649025,0.581633,0.533074,0.425606,0.345432,0.674214,0.628743,0.405941,MuyAlta
0.592812,0.598978,0.692308,0.871227,0.758974,0.640669,0.806122,0.727626,0.425606,0.413016,0.561006,0.628743,0.386139,MuyAlta
0.532934,0.613027,0.538462,0.911469,0.417949,0.768802,0.908163,0.848249,0.689273,0.687109,0.568553,0.568862,0.376238,MuyAlta
0.526946,0.678161,0.461538,0.784708,0.34359,0.818942,0.80102,0.723735,0.689273,0.570713,0.640252,0.580838,0.366337,MuyAlta
0.455091,0.702427,0.519231,0.704225,0.387179,0.802228,0.581633,0.525292,0.544637,0.584481,0.689308,0.562874,0.356436,MuyAlta
0.419162,0.720307,0.5,0.599598,0.441026,0.818942,0.418367,0.400778,0.635294,0.564456,0.710692,0.54491,0.346535,Moderada
0.473052,0.722861,0.423077,0.509054,0.441026,0.777159,0.265306,0.233463,0.635294,0.559449,0.718239,0.54491,0.346535,Media
0.502994,0.696041,0.576923,0.416499,0.58718,0.504178,0.193878,0.198444,0.587543,0.418023,0.716981,0.538922,0.405941,Media
0.568863,0.624521,0.807692,0.297787,0.715385,0.406685,0.5,0.459144,0.587543,0.244055,0.667925,0.580838,0.405941,Media
0.628743,0.512133,0.961538,0.305835,0.78718,0.37883,0.653061,0.595331,0.229066,0.242804,0.561006,0.60479,0.405941,Moderada
0.67066,0.452107,0.730769,0.625755,0.694872,0.64624,0.556122,0.521401,0.37301,0.386733,0.43522,0.658683,0.405941,Moderada
0.538923,0.466156,0.557692,0.792757,0.592308,0.70195,0.632653,0.603113,0.488581,0.374218,0.442767,0.568862,0.366337,MuyAlta
0.502992,0.466156,0.711538,0.686117,0.8,0.640669,0.668367,0.614786,0.37301,0.470588,0.450314,0.580838,0.366337,MuyAlta
0.520959,0.44189,0.730769,0.740443,0.735897,0.651811,0.658163,0.614786,0.544637,0.574468,0.423899,0.598802,0.366337,MuyAlta
0.526946,0.443167,0.711538,0.7666,0.68718,0.643454,0.693878,0.618677,0.903806,0.673342,0.420126,0.60479,0.386139,MuyAlta
0.532932,0.461047,0.634615,0.740443,0.464103,0.774373,0.52551,0.478599,0.821453,0.657071,0.437736,0.568862,0.386139,MuyAlta
0.485031,0.490421,0.596154,0.782696,0.348718,0.83844,0.576531,0.509728,0.750865,0.619524,0.490566,0.550898,0.386139,MuyAlta
0.413174,0.542784,0.576923,0.746479,0.310256,0.824513,0.647959,0.622568,0.821453,0.589487,0.533333,0.491018,0.376238,MuyAlta
0.455089,0.590038,0.442308,0.738431,0.28718,0.805014,0.637755,0.599222,0.750865,0.620776,0.573585,0.497006,0.376238,MuyAlta
0.455091,0.610473,0.326923,0.732394,0.271795,0.860724,0.617347,0.571984,0.635294,0.544431,0.597484,0.497006,0.376238,MuyAlta
0.467066,0.646232,0.288462,0.732394,0.246154,0.835655,0.622449,0.583658,0.587543,0.603254,0.638994,0.502994,0.376238,MuyAlta
0.467066,0.689655,0.442308,0.67002,0.302564,0.849582,0.423469,0.392996,0.488581,0.540676,0.684277,0.526946,0.346535,Moderada
0.497006,0.699872,0.576923,0.643863,0.471795,0.727019,0.357143,0.315175,0.488581,0.470588,0.701887,0.54491,0.326733,Moderada
0.538921,0.66539,0.846154,0.617706,0.689744,0.610028,0.44898,0.404669,0.425606,0.411765,0.664151,0.57485,0.326733,Moderada
0.562874,0.627075,0.980769,0.688129,0.661538,0.649025,0.561224,0.536965,0.290657,0.320401,0.603774,0.598802,0.326733,Moderada
0.574851,0.596424,0.653846,0.684105,0.461538,0.802228,0.408163,0.36965,0.488581,0.36796,0.588679,0.562874,0.326733,Moderada
0.508981,0.56705,0.634615,0.65996,0.507692,0.735376,0.331633,0.326848,0.544637,0.543179,0.56478,0.538922,0.316832,Moderada
0.455089,0.515964,0.480769,0.655936,0.458974,0.732591,0.408163,0.381323,0.488581,0.451815,0.515723,0.48503,0.316832,Moderada
0.437126,0.490421,0.326923,0.708249,0.392308,0.807799,0.484694,0.455253,0.635294,0.385482,0.481761,0.437126,0.316832,Moderada
0.431137,0.51341,0.5,0.744467,0.433333,0.846797,0.55102,0.509728,0.587543,0.374218,0.501887,0.39521,0.316832,MuyAlta
0.401197,0.582375,0.442308,0.83501,0.358974,0.805014,0.693878,0.649805,0.37301,0.434293,0.553459,0.467066,0.316832,MuyAlta
0.401199,0.630907,0.403846,0.774648,0.428205,0.743733,0.693878,0.634241,0.587543,0.525657,0.597484,0.449102,0.316832,MuyAlta
0.413174,0.646232,0.403846,0.722334,0.497436,0.785515,0.510204,0.498054,0.635294,0.595745,0.625157,0.431138,0.29703,MuyAlta
0.377246,0.595147,0.557692,0.531187,0.676923,0.607242,0.362245,0.342412,0.635294,0.556946,0.603774,0.449102,0.29703,Moderada
0.508983,0.385696,0.961538,0.438632,0.94359,0.476323,0.69898,0.599222,0.635294,0.458073,0.432704,0.48503,0.29703,MuyAlta
0.532932,0.251596,0.480769,0.871227,0.758974,0.685237,0.489796,0.474708,0.32872,0.44806,0.262893,0.431138,0.287129,MuyAlta
0.413172,0.180077,0.769231,0.849095,0.833333,0.665738,0.729592,0.785992,0.635294,0.578223,0.154717,0.383234,0.29703,MuyAlta
0.431137,0.150702,0.692308,0.939638,0.751282,0.693593,0.867347,0.821012,0.821453,0.780976,0.119497,0.520958,0.29703,MuyAlta
0.407186,0.168582,0.692308,0.937626,0.623077,0.729805,0.693878,0.634241,0.821453,0.836045,0.113208,0.431138,0.306931,MuyAlta
0.401199,0.205619,0.711538,0.891348,0.520513,0.743733,0.836735,0.774319,0.903806,0.797247,0.162264,0.473054,0.29703,MuyAlta
0.377246,0.250319,0.615385,0.857143,0.448718,0.793872,0.637755,0.599222,0.821453,0.679599,0.237736,0.449102,0.267327,MuyAlta
0.323354,0.319285,0.5,0.814889,0.428205,0.81337,0.591837,0.59144,0.821453,0.583229,0.299371,0.377246,0.267327,MuyAlta
0.311377,0.378033,0.403846,0.788732,0.420513,0.785515,0.668367,0.59144,0.587543,0.60826,0.357233,0.365269,0.267327,MuyAlta
0.2994,0.421456,0.403846,0.734406,0.402564,0.75766,0.545918,0.498054,0.689273,0.733417,0.403774,0.329341,0.287129,MuyAlta
0.275451,0.45977,0.384615,0.742455,0.292308,0.83844,0.596939,0.568093,0.635294,0.590738,0.441509,0.383234,0.287129,MuyAlta
0.245509,0.507024,0.557692,0.764588,0.269231,0.81337,0.739796,0.692607,0.587543,0.506884,0.490566,0.275449,0.277228,MuyAlta
0.263472,0.553001,0.480769,0.774648,0.279487,0.821727,0.719388,0.653696,0.544637,0.525657,0.52956,0.257485,0.267327,MuyAlta
0.281439,0.564496,0.346154,0.698189,0.407692,0.824513,0.596939,0.544747,0.635294,0.524406,0.559748,0.311377,0.257426,Moderada
0.311377,0.54917,0.365385,0.587525,0.487179,0.749304,0.234694,0.249027,0.544637,0.538173,0.550943,0.323353,0.237624,Moderada
0.329342,0.532567,0.576923,0.56338,0.402564,0.077994,0.214286,0.202335,0.425606,0.483104,0.544654,0.215569,0.247525,Media
0.32934,0.508301,0.346154,0.492958,0.461538,0.091922,0.05102,0.058366,0.488581,0.436796,0.519497,0.293413,0.257426,Media
0.311377,0.426564,0.596154,0.344064,0.364103,0.183844,0.280612,0.264591,0.488581,0.449312,0.477987,0.287425,0.247525,Media
0.287426,0.404853,0.461538,0.480885,0.164103,0.036212,0.397959,0.400778,0.488581,0.319149,0.45283,0.347305,0.267327,Media
0.287426,0.45083,0.230769,0.609658,0.279487,0.896936,0.438776,0.400778,0.425606,0.266583,0.459119,0.353293,0.257426,Media
0.263472,0.466156,0.480769,0.623742,0.384615,0.846797,0.479592,0.459144,0.689273,0.397997,0.456604,0.293413,0.247525,Moderada
0.227545,0.475096,0.403846,0.56338,0.305128,0.855153,0.479592,0.416342,0.635294,0.560701,0.475472,0.299401,0.237624,Moderada
0.203592,0.508301,0.365385,0.647887,0.276923,0.871866,0.489796,0.478599,0.587543,0.449312,0.499371,0.251497,0.237624,Moderada
0.161679,0.560664,0.365385,0.792757,0.305128,0.83844,0.739796,0.680934,0.544637,0.410513,0.528302,0.173653,0.247525,MuyAlta
0.227545,0.607918,0.288462,0.837022,0.317949,0.849582,0.821429,0.836576,0.635294,0.660826,0.586164,0.215569,0.247525,MuyAlta
0.233532,0.666667,0.230769,0.768612,0.307692,0.818942,0.755102,0.669261,0.635294,0.643304,0.645283,0.221557,0.227723,MuyAlta
0.23952,0.721584,0.326923,0.740443,0.246154,0.830084,0.72449,0.692607,0.587543,0.563204,0.69434,0.281437,0.237624,MuyAlta
