@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2'

@attribute pres numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
100210,8.600001,12.7,9.09,6.4,6.8,Moderada
100100,3.5,9.9,9.09,6.99,7.1,Moderada
100110,2.100002,15,10,5.77,7,Moderada
100460,7.2,14.6,8.33,6.04,5.5,Moderada
100630,6.800002,10.2,10,6.71,6,Moderada
100490,5.8,8.2,7.69,6.95,6.3,Media
100270,5.400003,13.8,10,5.52,6.5,Moderada
100180,7.700003,8.7,8.33,6.04,6.4,Moderada
100040,2,8.8,10,6.39,6.6,Moderada
99530,-5.3,10.3,10,6.13,6.6,Moderada
99400,-3.799999,12.8,6.25,5.75,6.2,Moderada
99580,2.3,5.2,8.33,6.63,6.5,Media
99940,3.600002,1.5,8.33,6.3,5.9,Media
100330,3.500001,14.4,9.09,5.26,5.6,Media
100780,2.700001,8.9,8.33,5.68,5.9,Media
100890,4.000003,3.5,9.09,5.84,6.3,Baja
100910,1.3,7.2,8.33,6.11,6.6,Media
100770,3.6,9.7,8.33,4.97,6.6,Media
100870,-0.1,9.5,9.09,6.02,6.8,Moderada
100820,-1.9,10.4,10,6.77,6.8,Moderada
100810,-2.3,10.3,10,6.43,6.6,Moderada
100740,-0.899998,9.3,11.43,6.8,6.3,Media
100930,1.300002,8.3,10.81,6.6,6.6,Media
100940,3.600002,6.8,11.43,6.32,6.8,Media
101010,4.200002,4.2,10,6.56,6.2,Media
100900,3.600002,6.2,10,6.49,6.2,Media
100520,1.200003,11.1,9.09,4.94,6.7,Media
99940,4.1,15.4,5.88,5.2,6.9,MuyAlta
99530,5.200002,21.2,7.69,6.78,7,MuyAlta
99100,7.6,20.6,10.81,7.74,6.9,MuyAlta
99000,12.000002,13.4,10.81,7.63,7.1,Moderada
99160,13.9,12.9,9.09,6.6,7.5,Moderada
99260,15.300001,11.5,10.81,7.05,7,Moderada
99820,13.400002,13.7,9.09,7.09,6.8,Moderada
100440,10.1,10.8,11.43,7.17,6.7,Moderada
100740,9.000002,10.3,11.43,7.44,6.9,Moderada
100810,7.100001,8.4,11.43,8,6.6,Moderada
100820,7.6,9.7,10,6.81,5.9,Moderada
100770,7.3,8,10.81,7.09,6.1,Moderada
100360,8.8,10.2,9.09,6.53,6.7,Moderada
99660,10.8,17.6,11.43,6.27,6.8,MuyAlta
99230,8.5,18.1,9.09,6.85,6.3,Moderada
99020,6.7,10.6,10,7.54,6.6,Moderada
99150,11.600001,9,10,6.9,6.8,Moderada
99310,13.200002,11.3,13.79,7.71,6.7,Moderada
99730,11.6,10.7,11.43,7.41,6.5,Moderada
100120,8.3,11.2,11.43,7.5,6.3,Moderada
100330,6.6,10.3,12.12,7.5,6.7,Moderada
100230,6.000001,7.7,11.43,7.52,6.4,Moderada
100130,6.000001,4.5,10.81,7.68,6.1,Moderada
100010,6.9,3.7,12.12,7.84,5.2,Moderada
99950,7.5,5.2,12.9,7.84,6.5,Moderada
99810,5,6.2,12.12,7.72,6.5,Moderada
99920,0.700002,2.4,11.43,7.52,5.3,Moderada
100230,-1.399998,3.1,12.12,7.71,6.3,Media
100830,-0.199997,10.3,10,7.62,5.7,Media
101210,0.300002,7.1,11.43,5.99,5.6,Moderada
101160,8.200002,6.9,10,6.66,5.5,Media
100990,10.600003,11.7,9.09,5.36,6.1,Media
100480,11.200002,13.4,6.67,5.45,6.5,Media
100300,11.6,10.1,8.33,5.54,5,Moderada
100260,10.2,14.6,8.33,6.56,6.1,Moderada
100390,7.100003,13.1,11.43,6.7,5.4,Moderada
100580,2.800003,8.8,10,7.27,6.3,Moderada
100820,-2.299999,7.8,12.9,7.61,6.4,Media
101070,-6.799998,11.7,10,6.59,5.5,Media
101210,-10.9,8.5,10.81,5.67,6.1,Media
101380,-11.399999,9.8,10,5.76,5.8,Media
101550,-10.799998,8.5,6.67,5.42,6.3,Media
101610,-8.399999,7.4,9.09,5.84,5.9,Media
101680,-6.599998,5.3,9.09,5.68,5.8,Baja
101660,-0.299998,4.3,7.69,5.61,6.2,Baja
101490,3.2,4.2,7.69,5.85,6.2,Baja
101200,3.700001,4.5,7.69,5.81,5.6,Baja
101120,2.300002,5,7.14,5.69,5.7,Baja
101200,0.300002,8.2,7.14,4.48,6.1,Media
101320,2.200001,9.2,10,6.18,6.1,Media
101190,4.800002,5.5,9.09,6.45,5.7,Media
100990,8.100001,8.7,8.33,5.39,5.8,Media
100730,9.800001,9.1,5.26,4.79,6.6,Media
100340,13.800003,12.9,5.88,5.2,6.4,Moderada
99980,13.9,18.2,7.14,5.88,6.7,Moderada
100310,3.9,8.8,9.09,7.06,6.2,Moderada
100280,4.400003,7.4,10,7.08,6.3,Moderada
100460,-1.6,5.1,10,7.27,5.9,Moderada
100520,0.1,5.9,10.81,7.43,5.3,Moderada
100780,-1.299999,10.6,8.33,7.09,5.3,Media
100930,0.1,7,10,6.66,6,Media
100600,2.100002,7.3,10.81,7.13,5.7,Media
99780,9.400002,13.8,12.9,5.91,5,Moderada
99030,13.9,16.5,7.14,5.79,5.2,Moderada
98980,5.800003,11.4,10.81,6.42,5.9,Moderada
98930,6.100001,9.3,9.09,6.88,4.4,Moderada
98970,5.100001,11.3,8.33,6.57,3.6,Moderada
98970,4.700002,12.5,13.79,7.5,4,MuyAlta
98980,4.9,14.2,12.12,7.79,4.6,MuyAlta
99080,4.500003,9.8,12.9,7.82,4.3,MuyAlta
99130,3.700001,15.8,12.9,8.78,4.1,MuyAlta
99520,1.900003,16.4,12.9,7.86,4.1,MuyAlta
100020,3.9,19,12.9,8.11,4.3,MuyAlta
100150,5.8,7.2,12.12,7.95,2.6,Moderada
100240,5.600001,10.7,11.43,7.57,3.8,Moderada
100440,4.3,8.5,10.81,7.13,2.9,Media
100530,5.200002,7.1,9.09,6.37,4.1,Media
100330,5.1,4.9,10,6.71,4.2,Media
100320,2.9,11.8,8.33,5.25,3.5,Media
100280,-0.099998,2.1,10,6.3,2,Media
100590,-2.899998,5.9,10,5.98,5.2,Media
100800,0.800002,3.4,10,6.61,4.8,Media
100660,11.600003,10.1,10,6.53,4.8,Moderada
99670,17.300001,21.1,5.26,5.14,5.3,MuyAlta
99580,10.6,11.8,9.09,7.49,6.7,Moderada
99730,11.500003,12.6,10.81,7.24,6.5,MuyAlta
99650,13.400002,15.1,11.43,7.37,5.9,MuyAlta
99930,12.400002,13.7,13.79,8.06,6.5,MuyAlta
100380,11.500002,14,14.81,8.99,6.7,MuyAlta
100840,10.600003,13.6,10.81,8.22,6,MuyAlta
101300,9.7,14.5,10.81,7.97,5.5,Moderada
101490,7.5,10.4,12.9,7.21,5.8,Moderada
101660,7.6,11.4,12.12,7.3,5.3,Moderada
101750,6.1,8.8,10.81,6.81,5.1,Moderada
102000,4.600001,8,10,6.48,4.7,Media
102140,10.500002,10.6,9.09,5.86,5.7,Moderada
101820,16.799999,16.2,7.14,5.51,6.6,MuyAlta
101240,18.799999,23.2,8.33,6.36,6.4,MuyAlta
101110,17.900003,16.1,12.12,8.18,7.4,MuyAlta
101190,13.400002,13.3,12.9,8.48,7.4,MuyAlta
101060,13.700003,13.9,12.9,7.73,7.6,MuyAlta
100730,13.000003,10.4,12.12,7.97,7.2,Moderada
100970,10.300001,11.4,12.9,7.11,7.3,MuyAlta
101390,6.700002,9.5,12.12,7.76,7.1,Moderada
101330,5.900003,7.8,12.12,7.17,7.1,Moderada
101100,2.400003,5.6,11.43,7.63,6.5,Moderada
100950,2.4,5.9,12.9,8.39,6.1,Moderada
101100,2.6,6.1,12.9,7.98,5.4,Moderada
101410,-1.2,8.4,12.12,7.56,4.4,Moderada
101730,-3.5,9.6,12.12,6.21,4.5,Moderada
102090,-2.9,9.9,10.81,6.46,5.3,Moderada
102350,1.300002,6.4,9.09,6.6,5.2,Media
102290,6.500003,7.2,10.81,6.33,5.2,Media
101720,9.2,13.7,9.09,5.23,5.6,Moderada
100600,12.100001,18.6,6.67,5.39,5.7,MuyAlta
99910,7.500001,22.6,9.09,7.16,5.2,MuyAlta
99830,1.1,19.8,10,7.46,5.6,MuyAlta
100270,-7.499999,16.5,9.09,7.39,6.5,MuyAlta
100790,-9.099998,11.3,9.09,7.49,7,Moderada
101220,-8.2,9.1,10,7.09,6.9,Moderada
101210,-6.399999,6.9,9.09,6.71,6.8,Media
101200,-5.799998,5.2,10,6.15,6.2,Media
101140,-2.299999,4.2,10,6.75,5.6,Media
101170,-0.2,1.8,9.09,6.79,5.8,Baja
101160,1.700001,4.2,9.09,7.14,6.6,Baja
101100,2.000001,6.9,8.33,6.21,6.8,Media
100880,4.000001,5.6,12.12,6.48,6.3,Media
100360,3.100002,12.2,11.43,4.86,6.5,Media
99390,3.700001,15.5,6.25,5.12,6.9,MuyAlta
98480,4.9,21.9,10,7.26,6.5,MuyAlta
98440,9.200002,17.4,10,7.22,6.5,MuyAlta
98820,14.300003,16.6,11.43,7.07,6.4,Moderada
99260,16.500004,14,10,6.66,6,Moderada
99460,16.600002,13.2,10,6.78,5.7,MuyAlta
99400,13.6,15.9,10,6.73,6.8,MuyAlta
99350,9.7,11.5,10,7.2,6.8,Moderada
99330,10.1,11.5,8.33,6.68,7.3,Moderada
99180,6.1,12.6,9.09,6.71,7.1,Moderada
99010,-1.4,8,10,6.11,6.8,Media
99390,-4,4.2,9.09,6.5,6.9,Media
100020,-2.8,3.4,9.09,6.52,7.4,Media
100490,-1.6,4.4,9.09,6.15,7.3,Media
100590,4.800002,4.9,10,6.97,7,Media
100300,6.500001,7.6,10.81,5.95,6.7,Media
100380,3.5,4.9,7.69,6.04,5.6,Media
100570,3.100002,7.4,6.67,5.36,5.8,Moderada
100610,5.8,8.8,9.09,6.68,6.6,Moderada
100530,5.5,9.9,10,6.52,5.7,Moderada
100740,3.300002,10.3,7.14,6.43,6.8,Moderada
100890,-1.299999,6.4,11.43,7.02,6.6,Moderada
101350,-3.599998,6.8,9.09,7.57,7.1,Moderada
101740,-2.099998,6.6,10.81,7.25,7.2,Media
102070,-0.7,6.2,10,7.07,7.4,Media
102240,-0.599998,2.6,10.81,6.57,7.1,Media
102190,1.900002,4.7,7.69,6.59,6.4,Baja
102030,3.3,6.3,9.09,6.38,6.8,Baja
101770,4.700002,7.5,8.33,4.98,7,Media
101480,3.300002,10.4,6.25,4.67,7.4,Media
101320,-0.6,11.9,7.14,5.06,7.3,Media
101310,-4.199998,11.5,7.69,5.22,7.3,Moderada
101310,-6.8,11.1,11.43,6.4,7.6,Media
101330,-9.499997,9,7.14,5.81,7.7,Media
101410,-9.399999,8.5,7.69,5.67,7.4,Media
101620,-9.499998,9.8,7.14,5.07,7.6,Media
101800,-7.599998,8.2,5.26,4.77,7.8,Baja
101930,-5.899999,6.4,5.26,4.8,7.5,Baja
102070,-5.3,3.9,5,4.69,7.3,Baja
102280,-0.999998,1.1,16,5.31,7.6,Baja
102420,2.600002,2.5,16,6.32,9,Baja
102390,5.400002,5.5,16,5.8,8.4,Baja
102130,7.400002,6.8,16,3.98,8,Baja
101870,8.700002,11,4.76,4.15,7.9,Moderada
101550,10.300001,15.1,5.88,5.17,7.7,Media
101460,9.000002,8.5,6.67,5.64,7.8,Media
101490,5.700002,9.2,7.14,5.34,6.8,Media
101700,4,7,11.43,5.61,6.7,Media
101420,8.400002,8.6,6.67,5.29,7.3,Media
100950,15.700002,15.2,5.26,5.02,8.1,Moderada
100800,16.4,13.3,8.33,5.49,7.9,Moderada
100750,9.500002,12.3,8.33,5.81,8.1,Moderada
100390,6.1,10,9.09,6.01,8.1,Media
100280,9.100001,10.2,8.33,5.8,7.7,Moderada
100640,13.5,20.6,7.14,5.56,6.8,Moderada
101200,13.5,14.1,7.69,6.36,7.5,Moderada
101520,12.000002,11.4,8.33,5.48,7.6,Media
101740,11.300001,11.4,7.69,5.7,7.4,Moderada
101820,9.200003,10.9,10,6.48,6.5,Moderada
101890,9.200002,8.8,9.09,6.55,6.3,Media
101860,8.300001,7.7,9.09,5.88,7.1,Media
101400,9.900002,9.5,8.33,5.75,7.2,Media
100790,11.000002,14.7,6.25,4.79,7.1,Moderada
100490,10.3,8.8,7.14,5.75,7.7,Media
100570,10.3,8.6,7.69,5.58,7.1,Moderada
100590,4.600001,6.5,8.33,6.18,6.8,MuyAlta
100720,-0.1,5.3,12.9,8.93,7.2,Moderada
100830,-4.099997,5.8,12.9,8.06,7.1,Moderada
101050,-7.1,9.7,12.12,6.87,7.3,Moderada
101100,-6.4,8.2,10.81,7.09,7.4,Media
101370,-6.899999,5.1,11.43,6.98,6.4,Media
101540,-5.599997,2.7,10,6.48,8.2,Media
101790,-4.7,1.7,10,6.83,8.8,Baja
101800,0.2,2.6,9.09,6.57,8.6,Baja
101750,3.5,4.2,14.81,6.76,8,Baja
101610,6.400002,8.4,8.33,5,8,Baja
101470,7.700002,8.3,9.09,4.7,7.6,Baja
101280,8.700003,9.4,6.25,4.71,8.1,Media
101220,7.9,9.7,6.67,5.01,8.1,Media
101190,8,7.9,7.69,5.56,8.3,Media
101450,5.800002,8,7.14,6.09,8.7,Media
101730,1.2,5.5,12.12,6.99,8.2,Media
102060,-2.199997,5.4,12.9,7.57,7.7,Media
102340,-2.4,6.6,12.12,7.01,7.9,Media
102560,-1.8,7,12.12,7.07,8,Media
102670,-3.9,8.8,10,6.6,8,Media
102770,-1.799999,8.9,12.12,6.43,7.3,Media
102770,-2.799997,8.5,10,5.95,6.5,Baja
102720,-1.299999,7,11.43,5.7,6.6,Baja
102610,-3.1,4.5,10.81,6.35,7.2,Baja
102540,-1.799999,4.5,10.81,6.8,7.8,Baja
102490,-0.599998,3.6,9.09,7.2,7.3,Baja
102510,0.1,4.2,10,6.68,7.6,Baja
102450,-0.499998,3.5,10,7.73,7.6,Baja
102470,-0.499998,5,12.9,8.03,7.8,Baja
102560,-0.399998,5.8,11.43,7.22,6.6,Baja
102650,0.9,4.5,10.81,7.36,8.1,Baja
102670,1.400002,3.2,10,7.78,8.5,Baja
102620,3,3.8,10,7.38,8.5,Baja
102600,2.200001,5,10.81,6.71,8.4,Baja
102530,2.600002,4,8.33,7.14,8.5,Baja
102450,0.600002,4.3,7.69,6.05,8.6,Baja
102450,0.500002,3.6,8.33,6.39,8.7,Baja
102530,0.000002,3.3,7.14,6.13,8.7,Baja
102520,0.200002,3.8,10,7.59,9,Baja
102540,0.400002,1.9,9.09,7.67,8.7,Baja
102560,0.300002,4.7,9.09,7.39,8.6,Media
102600,0.3,3.4,12.12,8.04,7.6,Baja
102550,2.5,1.9,10,7.32,9.3,Baja
102500,2.200001,2.8,10,7.41,10,Baja
102380,4.800002,4.5,9.09,6.19,8.9,Baja
102370,4.7,6.1,10.81,6.71,9.5,Baja
102390,7.1,5.3,8.33,5.64,9.7,Baja
102350,3.7,3.8,8.33,5.92,9.7,Baja
102320,2.2,3.6,9.09,5.81,9.4,Baja
102200,2.300002,3,8.33,6.2,9.2,Baja
102190,-2,3.1,9.09,5.93,9.8,Baja
102150,-0.399998,5.4,12.9,7.14,9.5,Media
102190,-1.899998,4.8,11.43,8.27,8.6,Media
102260,-2.099998,2.6,10.81,8.88,8.4,Media
102370,-2.499999,3.3,11.43,8.54,9.1,Media
102190,-3.6,1.6,13.79,8.93,9.3,Media
102200,-3.999999,2.8,12.12,8.89,9.2,Baja
102240,-3.2,2.8,12.12,8.25,9.4,Media
102560,-2.5,6.1,12.12,7.63,9.7,Baja
102690,-2.499997,9.5,10,4.98,9.4,Media
102950,-4.4,7.9,9.09,5.82,9.2,Baja
102990,-2.2,7.1,12.12,4.87,9.2,Media
103100,-3.6,5.6,9.09,5.84,9.5,Baja
103100,-4.499999,7.9,6.25,5.09,9.3,Baja
103250,-4.399997,7.6,6.67,5.16,9.1,Baja
103240,-5.299998,8.7,5.88,4.81,8.8,Media
103250,-5.099998,9.2,10.81,5.43,9.3,Media
103100,-5.199998,9.9,10,5.3,9.1,Media
103000,-3.9,9.4,10,5.5,8.9,Media
102830,-4.499999,10.8,10,5.17,9.3,Media
102710,-4.5,10.4,10,5.35,9.6,Media
102520,-3.699998,10.4,5.26,4.54,9.5,Media
102400,-5.2,10.4,5.88,5.13,8.2,Media
102290,-3.9,10.6,6.25,4.8,8.5,Baja
102210,-5,9.3,5.56,4.83,9.1,Media
102100,-3.5,9.5,5.88,4.66,8.6,Baja
101970,-1.899998,8.9,5.88,4.63,8.4,Baja
101880,-1.9,9.2,6.25,4.65,8.7,Media
101770,-2.999999,9,12.12,5.37,9,Media
101660,-1.199998,7.5,6.67,5.45,8.4,Media
101570,-1.1,7.4,12.12,5.91,8,Media
101480,-0.299998,6.2,12.12,5.69,8.8,Baja
101480,1.100002,7.7,11.43,5.38,9.4,Baja
101310,3.000001,6.3,6.67,5.37,9.3,Baja
101300,-0.199998,5.5,10,5.43,9.1,Baja
101120,2.500001,1.9,11.43,5.81,9.3,Baja
101040,5.500003,5.1,12.9,6.63,9.7,Baja
100890,8,8.1,10,4.16,9.2,Baja
100840,10.000002,9.5,4.55,4.4,10,Media
100500,11.7,13.7,5.56,4.22,10.4,Moderada
99780,15.9,17.6,7.69,5.6,10.5,Moderada
99560,17.500002,13.5,8.33,6.39,10,Moderada
99770,14.200002,13.2,9.09,6.21,9.6,Moderada
100070,10.800001,13,9.09,6.01,9.7,Moderada
100170,7.800003,11.1,10,6.61,9.7,Moderada
100550,4.3,6.2,10,6.42,9.6,Media
100980,6.5,6.5,10,7.5,9.6,Media
101360,7.700002,4.9,10,7.03,9.8,Media
101440,7.400003,5.6,10,6.49,9.8,Media
101410,9,8.8,9.09,6.18,9.8,Media
101340,9,8.9,9.09,5.19,9.8,Media
101330,6.800002,8.9,14.81,5.71,9.8,Media
101250,4.7,9.1,8.33,5.31,9.6,Media
101230,2.1,5.8,7.69,6.26,9.7,Baja
101310,-2.4,7.7,6.25,5.01,9.5,Baja
101660,-0.8,7.3,7.14,5.29,9.6,Baja
102060,1.4,7.3,6.67,4.71,10.2,Baja
102340,0.7,6.5,8.33,4.84,10.1,Baja
102490,2.9,6.2,5,4.94,9.9,Baja
102630,4.4,4.9,7.14,5.71,9.9,Baja
102620,9.000003,7.4,8.33,5.06,10.1,Baja
102380,11.2,9.1,8.33,4.78,10.1,Media
102050,13.3,12.7,5.88,4.54,10,Moderada
101680,15.200003,14.9,8.33,5.85,9.6,Moderada
101400,12.1,12.7,9.09,5.86,10.1,Moderada
101130,7.300002,11.4,10,6.29,9.9,Media
101190,5.100001,10.1,10,5.72,9.1,Media
101270,5.100001,10.3,9.09,5.97,8.8,Moderada
101160,7.3,7.8,12.9,8.25,9.3,Moderada
101060,4.400002,8.2,12.9,7.14,9.4,Moderada
101310,1.000002,9,12.9,8,8.7,Media
101810,-1.899998,5.5,12.12,7.37,9.8,Moderada
102390,-0.599998,6.6,11.43,7.45,10.5,Media
102610,-0.399998,5.7,10.81,7.15,10.3,Media
102870,1.2,7.8,10,6.61,10.2,Media
103050,-2.499999,6.4,7.69,5.95,10.1,Media
103300,-4.399999,5.6,8.33,6.52,10.3,Media
103280,-5.3,5.4,9.09,6.42,10.4,Media
103220,-6.2,7.9,8.33,5.72,10.2,Baja
103130,-4.599998,7.5,8.33,4.94,10.4,Baja
102940,-4.699998,5.3,7.69,5.44,10.1,Baja
102710,-5.3,6.5,6.25,4.93,9.5,Baja
102500,-6.599997,5.9,7.14,5.14,9.5,Baja
102380,-6.1,5.6,6.25,4.38,11.6,Baja
102230,-7.199998,5,6.25,4.67,12.1,Baja
102120,-7.5,3.8,5.26,5.11,11.9,Baja
101950,-5.9,3.9,12.12,4.92,11.8,Baja
101850,-6.6,5.4,5.56,4.58,12.5,Baja
101710,-6.5,8.6,3.57,3.78,12.7,Baja
101610,-5.499999,3.3,4.35,4.34,12.4,Baja
101560,-5.7,3.7,12.9,4.29,11.8,Baja
101660,-2.299999,2.4,?,?,12.9,Baja
101620,-0.999998,6.6,16,4.24,11.8,Baja
101660,-0.299998,7.7,4,3.58,9.6,Baja
101750,0.8,8.8,4.35,3.51,11.3,Baja
101820,1,5.6,3.85,3.89,11.3,Baja
101730,-0.5,6.7,5,3.85,11,Baja
101640,1.300002,9.3,3.23,3.44,10.8,Baja
101620,-0.299998,9.6,4.35,3.87,11.3,Baja
101510,1.500002,8.3,4.76,3.99,11.2,Media
101520,0.100003,8.7,5.88,4.8,11.3,Baja
101600,0.000003,8.1,6.25,4.58,10.9,Baja
101770,-1.299999,5,7.14,5.16,10.8,Baja
101920,-0.299997,3.1,5.88,4.72,11.4,Baja
102030,-0.399998,3.1,6.67,5.29,11.4,Baja
102060,0.100002,2.6,6.67,4.75,11.2,Baja
102230,0.000002,4.2,6.25,5.22,11.2,Baja
102220,0.400002,3.1,5.88,4.49,11.6,Baja
102170,-0.3,3.2,14.81,5.4,11.3,Baja
102130,-0.2,4.4,12.12,5.24,10.7,Baja
102120,-1.7,2,10.81,6.06,11,Baja
102010,-1.799999,1.1,14.81,6.02,12,Baja
101940,-2.6,2.9,12.9,7.09,12,Baja
101880,-1.899998,3.9,11.43,6.72,11.9,Baja
101900,-2.699998,5.2,11.43,3.6,12,Baja
101790,1.100002,2.5,8.33,6.96,12.5,Baja
101670,1.200001,4,8.33,5.32,12.6,Baja
101550,2.800002,6.2,8.33,4.5,12.7,Baja
101380,0.5,7.6,4,4.01,12.7,Baja
101150,0.4,9.5,4.55,4.11,13,Media
100760,-2.099998,9.8,6.25,4.79,12.9,Media
100350,-3.099998,12.1,5.88,4.93,12.6,Moderada
100090,0.9,15.2,6.67,5.49,12.5,Moderada
100190,8.300001,12.3,8.33,5.77,12.3,Moderada
100460,10.7,12.5,9.09,5.78,11.3,Media
100770,7.7,6.8,8.33,5.65,11.2,Media
100990,1.5,3,9.09,5.97,11.4,Media
101170,2,2.3,7.14,5.76,10.9,Baja
101220,5.7,4.5,8.33,5.79,11.6,Baja
101240,8.700002,7.9,7.14,4.98,11.7,Media
101370,10.700002,12.3,4.55,4.24,11.9,Media
101420,10.8,9.5,5.56,4.47,12,Media
101390,10.600001,9.3,7.14,4.89,11.9,Media
101310,9.200002,8.8,7.69,5.34,11.8,Media
101360,9.100001,8.2,8.33,5.4,11.9,Media
101480,7.600001,8.5,7.69,5.1,11.7,Media
101550,7.600003,9.2,6.67,4.78,11.8,Media
101570,7.8,10.2,6.67,4.66,11.9,Media
101580,7.1,9.5,6.67,4.6,11.9,Baja
101570,8.1,8.7,5.56,4.47,12,Baja
101450,7.1,8.6,5.88,4.23,11.9,Baja
101450,6.1,6.8,5.56,4.51,11.8,Baja
101610,8.400002,6.9,5.88,4.55,11.5,Baja
101780,8.700002,9.3,3.7,3.87,11.8,Baja
101970,7.300002,8.3,5.26,4.08,11.6,Baja
102160,7.000003,9.3,6.67,4.55,11.1,Baja
102290,6.9,6.3,6.67,4.94,11.3,Baja
102470,7.000003,7.7,6.67,4.58,11.8,Baja
102370,6.700002,7.1,6.67,4.5,11.6,Baja
102050,6.7,7.9,6.67,4.47,11.8,Baja
101270,3.500001,7,6.25,4.27,11.1,Media
100670,0.400003,14.6,5.88,4.53,11.4,Media
101110,-0.399998,15.6,6.25,5.18,11.7,Moderada
101750,-1.899998,11.2,6.67,5.94,11.8,Moderada
102270,0.700003,8.8,7.69,5.91,12,Media
102580,1.200003,7.1,9.09,5.56,12.2,Media
102590,2.7,7.3,8.33,5.63,11.9,Baja
102550,2.3,5.6,6.67,5.66,11.7,Baja
102530,4.1,5.1,6.67,5.52,11.7,Baja
102360,6,7.4,7.14,4.71,11.7,Baja
102170,8.4,9.9,5.88,4.33,12,Media
102070,7.6,8.8,5.56,4.47,12,Baja
102290,4.6,4.7,7.69,5.41,12.1,Baja
102460,3.6,5.1,8.33,5.81,11.9,Media
102510,3.300002,2.6,9.09,6.49,11,Media
102530,1.2,3,9.09,6.59,10.8,Media
102600,2.5,1.4,10,7.43,11.3,Baja
102580,1.5,2.9,9.09,6.39,13.1,Baja
102570,2.300002,4.3,9.09,7.53,13,Baja
102490,2.600002,6.2,8.33,5.99,10.9,Baja
102580,3.500003,2.9,8.33,6.31,13,Baja
102560,6.5,5.2,9.09,5.93,13.6,Baja
102430,7.400002,8.6,8.33,5.27,13.4,Media
102300,7.800002,7.8,9.09,5.68,12.5,Media
102160,7.700002,6.8,10,6.42,12.8,Media
102070,5.500003,7.2,9.09,5.38,12.5,Media
101900,0.800002,3.7,9.09,6.59,12.3,Media
101710,0.2,5.2,9.09,6.56,12.1,Baja
101530,-1.1,4.7,8.33,6.41,11.4,Baja
101440,-1.899998,3.9,8.33,6.86,12.4,Baja
101300,-0.399998,2.7,7.69,6.37,12.6,Baja
101110,1.500002,3.5,7.14,7.37,12.7,Baja
100950,2.200001,3.5,7.69,6.88,12.9,Baja
100840,1.6,6.3,8.33,4.63,12.4,Baja
100600,2.2,6.6,7.69,3.98,13.2,Baja
100430,2.000001,4,16,6.28,12.4,Baja
100300,2.300002,7.1,12.12,4.24,12.3,Baja
100320,1.7,6.2,16,4.45,12.7,Baja
100320,1.5,5.1,12.12,4.8,12.7,Baja
100300,0.3,4.5,10,6.84,12.8,Baja
100350,-0.3,5.2,9.09,7.07,12.8,Baja
100610,0.6,3.1,9.09,7.68,13.5,Baja
100600,1,4.4,8.33,6.73,13.5,Baja
100700,2.3,5.2,9.09,6.36,13.3,Baja
100800,1.5,9.4,16,5.26,12.7,Baja
100930,4.1,6.1,7.69,4.33,13.2,Baja
100910,6.600001,6.6,9.09,4.46,12.9,Baja
100970,6.300002,9.4,9.09,4.84,12.1,Baja
101020,5.7,6.4,10,4.44,12,Baja
101160,4.500001,7.5,9.09,4.83,13,Media
101220,2,6.5,9.09,5.04,12.1,Baja
101210,3,5.7,9.09,5.42,12.3,Media
101130,3.7,4.6,8.33,5.82,12.2,Media
101210,0.8,8.9,10.81,5.52,12.4,Media
101300,2.1,8,10,5.64,12.6,Media
101430,2.4,10.4,10,4.98,12.5,Media
101610,3.8,5.9,8.33,5.71,12.6,Baja
101600,8.4,7.8,8.33,5.03,12.8,Baja
101290,10.6,10.8,4.55,4.59,12.1,Media
101410,6.9,8.6,5.88,4.95,13.2,Media
101610,10.200002,9.4,6.67,5.16,13.2,Media
101850,11.100001,14,7.14,5.05,14.1,Moderada
102120,10.400002,13.8,9.09,5.79,13.8,Moderada
102320,10.9,13.5,10.81,6.35,13.8,Moderada
102480,9.9,12.6,10,6.83,13.5,Moderada
102600,7.6,12.1,11.43,6.35,13.5,Moderada
102550,5.1,9.8,9.09,6.68,13.1,Media
102620,0.400002,7.5,10.81,6.49,12.9,Media
102700,1.2,4.5,10.81,7.08,12.7,Media
102580,1.900002,3,10.81,6.94,12.7,Media
102200,2.200003,5.5,10,7.48,11.8,Media
101760,-1.2,11,10,5.39,12.1,Media
101590,-7.5,11,5.56,5.05,12.4,Media
101770,-8.9,11.2,4.76,4.7,13.5,Media
101990,-7.599998,10.1,4.76,4.82,13.3,Media
101920,-4.699998,10.1,5.56,4.6,13,Media
101950,-4.899999,12.3,5.26,4.97,13.8,Media
101970,-2.999999,12.5,6.67,5.07,14.1,Media
101970,-2.099998,12.4,6.67,5.06,12.8,Media
101930,-0.899998,12,7.69,5.08,12.1,Media
101700,2.4,9.2,7.69,5.14,12.4,Media
101310,4.600001,7,7.69,5.02,12.8,Baja
101130,-0.399998,3.3,7.14,5.1,12.5,Baja
101150,-3.099998,4.1,6.67,5.09,12.7,Media
