@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2'

@attribute pres numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
101420,0.800002,3.9,11.43,8.48,6.5,Moderada
101580,2.9,4.7,10.81,7.13,5.5,Moderada
101170,7.000001,7,10,7.2,4.7,Media
100790,8.5,9.8,10,5.84,3.2,Media
100550,8.500002,8.2,9.09,5.22,5.3,Media
100200,5.4,6.7,6.25,5.57,5,Media
99780,1.3,2.1,6.25,5.57,4,Baja
99970,-3.499999,7,7.14,5.55,4.8,Media
100260,-2.799999,11.3,9.09,5.51,5.2,Moderada
100780,-3.6,12.7,10,6.02,4.9,Moderada
101260,-1.099998,11.5,6.67,5.95,5.8,Moderada
101770,5.000001,9.5,11.43,6.12,5.7,Moderada
101820,12.300001,12.2,9.09,5.95,6,Moderada
101840,15.800001,13.1,8.33,5.86,6.9,Moderada
101800,14.2,12.5,7.14,6.06,6.7,Moderada
101870,13.800001,14.9,9.09,6.4,6.7,MuyAlta
101980,13.500002,15.7,12.12,7.25,6.8,MuyAlta
102210,12.9,15.6,11.43,7.15,6.9,MuyAlta
102300,13.500002,13.3,12.9,7.7,7,Moderada
102480,11.800003,11.2,12.12,7.2,6.7,MuyAlta
102670,10.900002,11.1,11.43,7.45,6.3,Moderada
102670,9.100001,9.8,12.12,7.37,6.6,Moderada
102670,7.7,7.8,11.43,7.36,6.4,Moderada
102660,4.7,6.7,11.43,7.72,6.6,Moderada
102460,1.5,9.1,10.81,7.79,4.8,Moderada
102020,1.200001,9.9,12.9,7.25,6.1,Moderada
101730,2.1,8.1,11.43,7.52,6.6,Moderada
101380,5.2,9.5,12.9,7.29,7,Moderada
101360,8.800001,9.1,12.12,7.35,6.3,Media
101270,8.500003,8.2,12.9,7.16,6.5,Media
101300,6.600001,5.9,10.81,7.34,6.3,Media
101510,3.8,6.6,10.81,6.11,5.8,Media
101730,3,5.6,10.81,6.75,6.4,Media
101810,2.9,4.9,10.81,5.95,5.9,Media
101930,1.400002,3.7,10,6.91,5.7,Media
101840,3.3,2.7,9.09,6.99,5.5,Media
101750,0.300002,3.2,10,7.43,6,Media
101480,-1.199998,10.2,9.09,6.62,5.5,Media
101230,-4.499999,10.6,10,5.24,5.9,Media
100880,-6.2,11.6,5.56,4.95,5.9,Media
100570,-5,10.7,5.88,4.93,6.1,Media
100320,-1.4,10,6.25,5.13,6.6,Media
100270,5.600003,5.5,9.09,6.06,6.4,Media
100150,10.900003,7.7,10,5.68,5.7,Media
99820,10.3,13.1,5.56,5.37,6,Media
99700,5.4,6.8,6.67,5.94,6.4,Media
99900,5.4,9.3,7.69,5.72,6.1,Media
100370,9,10.3,8.33,5.32,6.1,Moderada
100900,9.5,11,10,6.36,6.4,Moderada
101310,10.400002,10.5,10,6.58,6.5,Moderada
101610,8.900002,9.4,12.9,7.9,6.2,Moderada
101750,6.500003,9,11.43,7.07,5.9,Moderada
101430,-1.099998,6.8,12.12,7.78,6.3,Moderada
100650,-3.799999,13.3,10.81,6.25,5.6,Moderada
99890,4.800002,7.7,7.69,6.38,6.9,Moderada
99640,8.700002,15.6,7.69,6.35,7.3,Moderada
99980,1.800002,10.8,8.33,6.68,5.3,Moderada
100390,-4.099997,10.8,10,6.35,6.1,Moderada
100950,1.700003,11.6,10,5.88,5.7,Media
101410,8.900003,10.2,8.33,5.53,5.4,Media
101380,11.1,10.2,10,5.54,6.1,Media
101410,9.5,7.5,10.81,5.94,6.7,Media
101340,10,11.3,6.67,5.33,6.5,Media
101220,10.000002,11,7.69,5.75,6.7,Moderada
101040,9.8,9.5,7.69,5.99,6.8,Moderada
100860,11.8,12.3,10.81,6.74,6.5,Moderada
100750,10.800001,10.9,11.43,6.4,6.5,Moderada
100930,6.700002,6.8,10,7.34,6.5,Moderada
100940,5.400003,6.7,10.81,7.03,6.7,Media
100850,6,7.5,13.79,7.49,6.3,Moderada
100620,6.1,8.2,12.9,7.12,6.2,Moderada
100210,7.700003,9.7,12.12,6.59,6,Moderada
99840,8.5,12.8,6.25,5.71,6.5,Moderada
99510,5.400002,14,9.09,6.44,6.3,Moderada
99160,2.100003,11.7,9.09,6.21,6.6,Moderada
98980,-0.899998,12,9.09,6.53,6.1,Moderada
98940,0.000002,9.6,10,6.82,6.6,Moderada
99220,1.300002,7.5,12.9,8.49,6.7,Moderada
99670,1.200001,7.2,11.43,8.06,6.2,Moderada
100100,1.500002,4.3,12.9,7.32,6.3,Moderada
100460,4.700002,11.3,12.12,6.37,5.8,Moderada
100460,4.800002,10.3,12.12,6.41,5.8,Media
100370,3.000001,5.1,10.81,6.92,5.7,Media
100210,5.600001,6.4,12.12,6.76,6,Media
100220,7.800002,6.5,10.81,7.19,6.1,Moderada
100060,7.3,7.2,10.81,7.11,5.7,Media
100040,5.2,7,10,6.49,5.8,Media
100210,5.6,5.6,11.43,6.92,6,Media
100460,6.8,4.8,10,6.37,5.7,Media
100660,6.7,6.9,10,6.89,6.3,Media
100750,6.700002,7.5,10.81,6.68,6.3,Media
100910,5.700002,6.7,10.81,6.73,5.6,Media
101180,5.500003,3.8,14.81,7.65,6.1,Moderada
101230,3.200001,6,14.81,7.52,6.6,Media
101120,1.5,3.5,13.79,8.14,6.1,Media
101160,0.800003,4.7,12.9,7.78,6.3,Media
101310,4.7,9.3,10.81,6.39,4,Media
101340,3.4,6.2,10.81,6.36,5.1,Media
101260,2.000001,8.3,10.81,5.64,5.6,Media
101490,1.500002,9.1,10.81,5.34,6,Media
102090,6.3,4.9,7.69,5.59,6.7,Baja
102180,7.600001,6.9,8.33,5.04,6.5,Baja
102170,7.000001,7.7,7.69,4.86,6.2,Baja
102190,7.7,10.1,5.26,4.35,6.6,Media
102070,7.800002,8.6,11.43,5.47,6.9,Media
101840,6.900002,9.8,10,6.24,6.8,Media
101700,5.100001,7.2,10,6.33,6.7,Moderada
101530,1.900002,5.9,9.09,7.05,6.7,Media
101260,-0.4,5.8,13.79,6.74,6.9,Media
100960,-4.6,8.3,8.33,6.03,6.5,Baja
100550,-8.3,9.7,9.09,4.8,6.5,Media
100280,-4.399999,10.4,5.56,4.7,7.1,Baja
100310,-0.7,5.5,5.56,5.11,7.5,Baja
100400,4.900002,2.1,5.26,5.66,7,Baja
100370,6.8,8.3,10.81,5.19,7.1,Media
100190,3.600002,7.2,9.09,6.29,7.4,Media
99670,3.7,10.5,12.9,6.13,7.5,Media
99180,8,10.9,5.88,5.61,7.5,Moderada
99250,14.1,14.3,6.25,5.47,7.1,Moderada
99710,15.7,16.5,9.09,6.45,6.7,MuyAlta
99900,15.400002,15.6,11.43,7.22,7,MuyAlta
100030,11.100003,17.1,10.81,7.22,6.7,MuyAlta
100090,6.9,15.1,12.12,6.91,6.4,Moderada
100300,5.7,11.9,12.12,6.97,6.8,Moderada
100530,8.100003,8.3,12.12,7.35,6.8,Moderada
100630,11.700003,8.3,10.81,6.7,6.7,Moderada
100140,13.200002,14.3,10,5.8,6.1,MuyAlta
99860,9.600001,20,8.33,6.54,6.5,Moderada
99970,3.2,4.6,10,7.39,7.1,Moderada
100110,1.3,6.6,10,7.35,6.6,Moderada
100250,4.1,7.7,10.81,7.99,6.3,Moderada
100410,8.7,6.5,10,8.29,6.4,MuyAlta
100470,8.3,9.6,12.9,8.08,6.7,Moderada
100530,6.9,12,13.79,7.99,7,Moderada
100550,6.100001,9.6,13.79,8.12,6.4,Moderada
100650,8.600003,8.4,13.79,7.86,6.4,Moderada
100410,12.600001,10.9,10,6.63,6.1,Moderada
99910,10.400002,14.5,12.12,6.57,6.3,Moderada
100050,6.100001,8,8.33,6.76,6.4,Moderada
100450,6.700003,12.7,9.09,6.27,6.6,Moderada
100870,6.700002,10,10,6.84,6.8,Moderada
101150,7.100001,10.9,10,6.58,5.8,Moderada
101380,5.8,8.1,10,6.73,6.5,Moderada
101590,7.600001,8.3,9.09,6.63,6.4,Moderada
101410,9.500002,10.4,12.9,7.06,6.9,Moderada
100550,11.7,17.3,6.25,5.91,6.5,MuyAlta
99650,13.000002,18,8.33,6.69,7.1,MuyAlta
99620,14,13.9,10,7.23,7.6,Moderada
100100,14.5,14.7,10,6.7,7.3,MuyAlta
100530,11.4,12.5,10.81,7.42,6.9,MuyAlta
100750,10.800001,8.8,10.81,7.72,6.4,Moderada
100860,7.1,7.6,11.43,7.17,6.8,Moderada
100830,3.800002,5.9,10,7.53,6.8,Moderada
100660,1.600002,4.6,12.12,7.57,6.4,Moderada
100670,5.900002,8.1,10.81,7.01,6.5,Media
100980,8.500003,9.6,10,5.52,6.7,Media
101310,8.5,8.2,9.09,5.66,6.8,Media
101380,5.200003,6,8.33,5.96,6.9,Media
101470,4,8.4,8.33,6.24,6.1,Media
101540,4,5.7,7.69,6.24,6.1,Media
101680,5.4,5.2,10,6.1,6.7,Media
101680,5.800002,6.5,8.33,5.74,6.1,Baja
101620,9.2,8.3,6.67,4.75,6.8,Media
101600,10.400002,12.3,6.25,4.78,6.7,Media
101690,8.700003,10.1,6.67,4.87,7.2,Media
101750,7.500001,7.2,7.69,5.4,7.2,Media
101370,12.100001,11.4,8.33,5.18,7.1,Moderada
100900,15.400002,16.5,7.14,5.79,7.1,Moderada
100670,14.800001,15.1,9.09,6.06,7.7,Moderada
100540,8.7,7.1,9.09,6.6,7.5,Moderada
100340,7,6.5,10,6.47,7.2,Moderada
100620,9.7,10.1,10,6.27,6.9,Moderada
100650,12.500003,13.2,10,6.22,7.4,Moderada
100570,11.000003,9.8,8.33,6.64,7.2,Moderada
100590,4.500001,8.5,12.12,7.83,6.6,Moderada
101050,-2.8,11.7,11.43,7.16,7.1,Moderada
101770,-3.9,10.5,10.81,6.13,7.6,Moderada
102210,-2.499999,9.1,10.81,6.67,7.5,Media
102560,-1.899998,8.4,9.09,5.99,7.2,Media
102880,-0.8,3.2,10,6.6,7.3,Media
103050,1.000002,5.2,9.09,6.14,7.4,Baja
103110,1.000002,4.1,8.33,6.19,7.1,Baja
103110,3.200001,6.1,9.09,5.8,7.1,Media
103210,1.400002,4.1,8.33,6.35,6.6,Media
103190,3.000001,6.2,11.43,6.48,6.9,Media
103310,0,4.7,10,7.07,6.6,Media
103440,-0.499998,3.7,9.09,6.67,6.5,Baja
103580,-0.499998,1.5,10,7.24,7,Media
103620,0.6,3.7,10.81,7.37,7.4,Media
103650,-1.099998,2.7,10,7.99,7.3,Media
103560,-1.399998,1.8,10,7.9,7.1,Media
103520,-3.7,4.9,10,7.95,7.4,Media
103400,-3.799999,5.5,9.09,7.74,7.9,Baja
103260,-5.7,6.7,10,5.3,7.9,Baja
103050,-7.099998,6.9,9.09,5.39,7.6,Baja
102960,-7.8,8,9.09,5.03,7.9,Baja
102740,-8.4,9,8.33,4.5,8.4,Baja
102590,-6.599998,10.8,5,4.54,7.2,Baja
102450,-5.799997,8.4,5,4.45,6,Baja
102310,-5.799998,7.5,5,4.25,7.3,Baja
102050,-4.599998,6.3,13.79,4.96,8.2,Baja
101780,-3.099998,4.2,12.9,5.91,8.7,Baja
101570,-1,3.8,12.12,5.64,8.8,Baja
101340,2.4,3.8,13.79,6.12,9.7,Baja
101260,1.1,6.1,10.81,4.65,10.2,Baja
101050,3.6,7.1,2.94,3.1,10.1,Baja
100880,7.2,7.8,3.33,3.66,6.8,Baja
100870,7.300002,7.8,4.35,3.45,7.3,Baja
100970,7.500001,6.4,4.76,4.08,8.5,Baja
100970,6.400002,6.1,3.85,3.84,8,Baja
101000,5.2,5.2,4.35,4.14,8.4,Baja
100840,6.400002,8.9,5.88,3.88,8.3,Media
100210,8.1,14.4,5.26,4.95,8.3,Moderada
99780,10.500002,9.1,7.14,5.59,8.5,Media
99680,12.100001,9.6,8.33,6.07,7.6,Media
99620,8.5,9.1,8.33,5.77,8,Moderada
99780,3.100002,2.2,9.09,7.27,7.9,Moderada
100220,-1.199998,5.6,13.79,8.65,8.3,Moderada
100820,-5.899999,9.1,12.12,7.92,8.5,Moderada
101440,-7.9,11.6,12.12,7.04,8.6,Moderada
102130,-6.099997,9.3,10,6.81,9,Media
102510,-4.499997,4.2,10,6.89,8.7,Media
102760,-3.199998,6.3,10,6.56,8.2,Media
102950,-2.499999,6.5,7.69,5.85,8.2,Media
103000,-0.1,6.7,9.09,5.42,8.2,Media
102860,4,4.9,8.33,6.02,7.6,Baja
102650,8.5,9.3,7.69,4.58,7.8,Media
102450,6.4,9.5,6.67,5,8.3,Baja
102230,6.6,6.2,6.67,4.9,8.8,Media
101990,4.9,6.4,9.09,5.89,7.5,Media
101750,4,6.5,10,6,8.6,Media
101640,0.9,9.3,9.09,5.7,7.5,Media
101750,-2.6,10.1,10,6,8.3,Moderada
101870,-5.9,13.2,7.69,5.69,8.6,Moderada
101980,-4.899997,12.7,10,6.05,8.2,Moderada
102160,-4.7,13.6,7.69,5.97,8.3,Moderada
102290,-4.1,13.3,7.69,6.18,8.4,Moderada
102350,-3.1,11.2,8.33,5.85,8,Moderada
102310,-2.6,12.2,7.69,5.9,7.6,Media
102270,-0.7,10.3,8.33,5.44,8.3,Media
102260,-1.099998,10.5,8.33,5.64,8.2,Media
102160,-2.499999,9.8,8.33,5.23,8.3,Media
102210,-2.8,9.7,8.33,5.76,8,Media
102200,-3.1,9.8,9.09,5.51,8.2,Media
102310,-0.699998,9,7.14,5.44,8.3,Media
102360,-0.4,9.7,8.33,4.75,8.3,Media
102350,-1.099998,11.2,6.25,5.55,8.8,Media
102440,0.200002,9.9,5.26,4.87,9.1,Media
102450,-1.5,11,5.56,4.99,8.6,Media
102510,-1.9,10.3,6.25,4.77,8.4,Baja
102450,-3.099997,7.7,7.14,4.99,8.6,Baja
102480,-1.799999,7,6.67,4.83,8.4,Baja
102420,-2.1,7.8,7.14,4.98,8.2,Baja
102250,-0.299998,5.6,7.14,4.75,8.2,Baja
102040,-1.799997,3.5,7.14,5.29,7.7,Baja
102000,-2,1.8,6.67,4.94,7.8,Baja
102010,-3.399998,3.2,5.88,5.44,8.7,Baja
102000,-2.6,5.4,7.14,5.42,8.4,Baja
101950,-2.4,4.8,7.14,5.44,8.4,Baja
101900,-2.5,4.7,12.12,5.3,8.5,Baja
101910,-3.2,5.6,11.43,4.52,8.5,Baja
101840,-3.099998,5.6,10.81,4.96,8.4,Baja
101890,-2.9,6.3,10.81,4.8,8.1,Baja
101910,-1.299999,6.1,10,4.91,7.6,Baja
101940,0.900002,5.1,10,5.73,7.7,Baja
102040,2,4.8,10.81,5.97,8.2,Baja
101910,1.800002,6.8,10,4.97,8.9,Baja
101660,0.500002,10.7,3.85,3.98,9.1,Media
101250,1.600002,15.1,5.56,4.77,8.8,Moderada
100660,6.500003,14.5,8.33,5.8,9.7,Moderada
100400,7.1,11.7,8.33,6.02,9.4,Moderada
100340,4.5,10.3,8.33,5.85,9.2,Moderada
100390,3.1,8.7,9.09,6.17,9.2,Media
100240,3.500001,4.5,7.69,6.57,9.1,Media
99960,4.8,1.9,8.33,6.16,8.8,Media
99870,5.400003,5.4,8.33,6.42,8.3,Media
99840,3.600002,5.1,14.81,6.53,9,Media
99740,2.000001,6,13.79,6.95,9.1,Media
99900,-0.399998,5.8,12.9,7.75,9,Media
100050,0.800002,5.1,12.12,6.99,9.2,Media
100070,1.9,7.9,9.09,6.33,9.5,Media
99950,1.000003,7.5,10.81,6.58,9.3,Media
99850,-0.899998,6.9,9.09,6.62,9.2,Media
100060,-2.4,3.8,8.33,6.1,9.2,Media
100660,3.800002,4.1,6.25,6.33,9.2,Media
101150,8.500002,5.3,9.09,7.01,9.5,Media
101620,10.600001,11.4,9.09,5.66,9,Media
101970,9.000002,9.3,9.09,5.89,9.3,Media
102070,6.7,6.7,8.33,5.64,9.4,Media
101900,2.300003,6.4,8.33,5.86,9.2,Media
101490,-0.9,1.7,8.33,7.05,8.4,Baja
101220,-4.199998,8.1,8.33,5.22,8.1,Baja
101290,-2.2,6.9,9.09,5.05,9.3,Baja
101500,2.100002,8.8,13.79,4.77,9.3,Media
101650,6.000001,10.7,5.88,4.7,8.9,Media
101670,7.9,8.6,5.56,4.75,9.2,Media
101700,9.3,8.7,5.26,4.57,9.7,Media
101590,8.6,9.1,5.56,4.82,9.2,Baja
101510,7.6,7.1,5.88,4.55,9.1,Baja
101440,5.7,7.1,6.25,4.96,9.6,Baja
101390,4.6,4.7,6.25,4.92,9.6,Baja
101240,2,3.2,7.14,5.58,8.6,Baja
101050,-1.2,0.4,6.25,5.37,8.3,Baja
101160,-4.6,5.8,7.69,5.41,9.6,Baja
101350,-6.299998,5.9,7.14,5.54,10.2,Baja
101510,-4.7,5.5,7.69,4.89,10.3,Baja
101480,-4.799998,7.9,8.33,4.53,9.9,Baja
101560,-4.099998,7.5,4.55,4.38,10.2,Media
101720,-5.399999,9.3,5.26,4.52,9.3,Baja
101740,-3.799997,8,6.25,4.7,9.6,Baja
101710,-0.6,7.2,5.56,4.27,9.6,Baja
101700,0.300002,3.6,5.56,4.37,9.2,Baja
101700,1.7,5.8,5.56,4.02,9.9,Media
101700,0.400002,5.3,7.69,6.18,9.8,Media
101870,-1.099998,7.5,7.69,5.17,10,Baja
101760,1.800003,3.4,5.88,5.3,9.4,Baja
101400,1.7,5.2,7.14,5.6,9.3,Baja
101240,-2.2,1.9,9.09,6.18,7.7,Baja
101220,-1.4,7.4,8.33,5.72,8.3,Baja
101150,0.1,7.8,8.33,5.22,8.8,Media
101320,0.000003,11.2,5.88,4.75,9.4,Media
101380,-0.499997,9.4,6.25,5.14,9.8,Media
101400,-2.9,11.2,7.14,5.36,9.5,Media
101450,-1.399997,10.1,8.33,5.64,10.1,Media
101440,-1.999998,7.1,9.09,5.51,10.6,Media
101360,-4.9,6.7,9.09,6.09,10.6,Media
101300,-4.7,5.1,10,6.48,10.3,Media
101360,-3.199998,2.5,9.09,6.47,10.3,Media
101450,-1.999997,3.2,8.33,6.66,11.2,Baja
101560,-0.899998,5.6,9.09,6.35,10.1,Media
101640,-1.699998,5.9,8.33,6.38,9.5,Baja
101630,-0.599998,4.7,7.14,6.72,9.9,Baja
101780,-0.5,4.3,7.69,6.24,11.8,Baja
101790,-3.299999,7,7.14,5.27,12,Baja
101750,-4.8,7.6,7.14,4.58,11.5,Baja
101810,-5.899999,8.5,5.26,4.51,11.5,Media
101900,-5.3,9.5,5.56,4.46,10.2,Media
101890,-1.199997,8,6.25,4.87,9.8,Baja
101870,1.5,5,5.88,4.8,9,Baja
101970,2.800002,4.4,16,5.47,8.5,Baja
102100,3.900002,0.6,14.81,6.66,9.8,Baja
102210,4.500001,4.1,14.81,6.04,9.4,Baja
102350,3.200001,3.1,7.69,6.76,8.8,Media
102420,4.200002,2.9,7.69,6.17,9,Baja
102640,4.700003,5.8,7.69,6.41,10.3,Baja
102690,6.3,7.9,16,5.85,10.2,Media
102750,8.900002,9.3,7.69,5.29,10.3,Media
102660,13.4,12.1,7.14,4.87,10.8,Moderada
102470,16.6,16.2,7.14,5.43,10.8,Moderada
102160,10.600001,12.3,8.33,6.06,10.7,Media
101890,4.000001,7.1,9.09,6.16,9.9,Media
101880,-1.599998,6.1,8.33,6.11,10,Media
101920,-3.899998,7.5,7.69,5.67,10.7,Media
101900,-2.2,7.7,8.33,5.79,10.7,Media
101780,-1.9,11.4,7.69,5.1,11.1,Media
101800,-4.3,10.4,6.67,5.38,11,Media
101810,-5.799998,9.8,6.25,5.16,11.4,Media
101860,-7,7.4,6.67,5.38,11.2,Baja
101990,-7.399999,4.9,6.67,5.13,11.5,Baja
102240,-5.599997,5.8,5.88,5.24,9.7,Baja
102340,-2.599998,6.9,5.56,4.76,10.6,Baja
102250,-1.799997,7.7,7.69,4.63,11.7,Media
102170,0,9.6,5.26,4.79,9.7,Baja
102040,3.000001,7.2,6.25,4.8,9.9,Baja
101800,2.9,7.1,5.26,4.67,10.8,Baja
101580,4.300002,6.8,7.69,5.31,10.4,Baja
101380,3.100002,8.5,6.25,4.74,10.7,Baja
101370,3.900002,5.6,6.67,5.57,9.8,Media
101340,5.600001,7.3,7.14,5.48,10.7,Media
101170,8.8,6.3,9.09,5.91,10.5,Media
101010,9.4,9.2,10,5.59,10.5,Media
101000,9.700002,11.2,10,5.61,10.4,Media
101100,8.5,8.9,10,5.4,10.6,Media
101270,9.000002,7.9,9.09,6.04,10.9,Media
101420,9.100001,8.3,9.09,5.46,10.5,Media
101530,8.300001,9.9,9.09,5.48,10.9,Media
101670,8.7,9.1,6.25,5.11,10.9,Media
101640,8.600003,8.9,5.56,5.27,11.1,Media
101700,8.800003,8.4,16,4.92,11.3,Baja
101830,6.700002,7.3,16,5.55,11.2,Baja
102000,5,5.5,5.56,4.9,11.6,Baja
101900,5.8,7.1,16,5.32,11.5,Baja
101920,3.8,5.2,5.56,4.54,11.1,Baja
101940,4.400002,7.8,12.9,4.6,11.5,Baja
101960,6.000001,7,5,4.23,11.6,Baja
101900,7.4,7.3,16,4.69,11.6,Baja
101920,5.700002,6.4,5,4.14,11.4,Baja
101850,6.200002,8.1,5.88,3.93,11,Baja
101830,5.6,6.7,5.26,4.4,11.4,Baja
101610,4.900002,5.1,5.88,4.87,11.3,Baja
101460,3.500001,5.7,6.25,4.39,11.4,Baja
101120,1,7.2,6.25,3.88,11.5,Baja
100810,-2.999999,10.3,4.76,4.03,11.3,Media
100670,-4.5,8.7,6.25,4.83,11.6,Media
100600,-4.799998,10.6,7.69,5.63,11.4,Media
100560,-4.8,6.3,9.09,5.88,11.8,Media
100710,-3.8,8.2,8.33,5.04,11.5,Media
100850,-3.899998,7.6,8.33,6.17,11.5,Baja
100940,-2.9,6.9,9.09,5.44,11.5,Baja
101060,-0.599998,5.7,7.69,5.57,11.6,Baja
101200,2.200001,2.8,7.69,4.95,12,Baja
101350,0.4,3.3,8.33,5.84,12.3,Media
101520,-0.3,5.3,8.33,7.22,12.2,Moderada
101760,0.6,10.6,10,6.47,12,Media
101920,3.800002,8.2,9.09,5.93,11.8,Media
101920,2.800002,8,8.33,5.56,11.9,Media
101930,2.300002,7.2,7.69,5.66,11.4,Media
101810,5.100001,4.1,7.14,5.74,11.6,Baja
101670,5.800002,5.6,6.67,5.11,11.7,Baja
101490,3.200001,6.2,6.25,4.87,12.1,Baja
101540,-0.5,4.2,6.67,4.79,12,Baja
101740,-0.5,3,14.81,4.92,12,Baja
101780,-0.499998,3.3,7.14,6.15,12.5,Media
101680,1.2,3,9.09,7.43,12.1,Baja
101540,-0.499998,2.8,10,7.49,12,Baja
101430,-0.299998,3.7,9.09,6.72,12.1,Baja
101430,-2.5,1.4,9.09,7.52,13.2,Baja
101370,-1.8,0.7,8.33,6.27,12.5,Baja
101220,-1.699998,3.7,14.81,7.56,12.3,Baja
101090,-3.099998,4.9,14.81,5.63,12.2,Baja
101090,-6.499999,7.7,9.09,4.23,12.6,Baja
101210,-6.9,6.2,9.09,5.17,13.1,Baja
101330,-7.2,7.3,8.33,4.85,13.2,Baja
101420,-5.3,6.7,8.33,4.96,12.9,Baja
101540,-3.599998,7.7,7.14,5.07,13.2,Baja
101560,-2.9,10.6,5,4.46,12.8,Baja
101620,-0.699998,7.8,7.14,4.96,11.9,Baja
101650,2.500003,5.9,6.67,4.97,11.7,Baja
101540,6.500001,8,7.14,4.66,12.3,Baja
101180,6.100001,6.1,7.69,4.66,12.2,Baja
100890,3.000001,3.7,7.69,4.53,12.2,Baja
100810,-2.799999,3.2,5.88,5.61,12.8,Baja
100900,-4.799998,4.1,6.25,5.54,13.8,Baja
100990,-7.999999,5.5,7.14,5.82,13.8,Media
101130,-7.699998,5.6,9.09,6.49,13.7,Media
101220,-6,4.8,9.09,6.25,13.9,Media
101250,-3.999999,2,8.33,6.28,14.2,Baja
101270,-3.9,5.5,7.69,5.84,14.4,Baja
101300,-3.1,6.4,8.33,5.51,14,Baja
101520,-2,4.6,8.33,6.11,14.1,Baja
101550,-3.5,5.6,7.69,5.71,14.8,Baja
101770,1.2,6.6,8.33,6.07,14.2,Baja
101990,0.700002,4.9,7.14,5.46,14.1,Baja
102280,2.1,4.8,7.69,6.09,13.9,Baja
102540,4,4.3,16,5.97,14.8,Baja
102670,5.6,6.9,13.79,5.32,14.6,Baja
102830,4.700003,6.1,13.79,5.03,14,Baja
102990,5.500001,6.5,5.56,4.75,13.8,Baja
103120,3.5,5.4,14.81,4.9,14.1,Baja
103140,2.7,3.5,7.69,6.01,14.1,Baja
103180,0.2,4.2,14.81,6.56,13.5,Baja
103190,-2.2,6,7.14,5.56,13.6,Baja
103210,-2.1,7.6,7.69,4.36,13.7,Baja
103150,-5.2,10.6,5,4.51,14.1,Baja
103230,-3.599998,9,5,4.51,13.7,Baja
103150,-3.499999,7.9,5.26,4.66,12.9,Baja
103130,-2.4,10.5,5.26,4.38,13.1,Baja
102980,-3.3,10.2,5.56,4.7,13.4,Media
102840,-3.9,10.2,6.67,4.59,13.1,Media
102620,-3.2,9,7.14,5.07,13,Baja
102460,-2.5,7,7.14,4.59,13.7,Baja
102270,-5.1,8.3,6.67,4.58,13.5,Baja
102140,-4.9,10.3,5.88,4.59,12.8,Media
101990,-2.4,9.1,6.67,5.26,13.3,Media
101790,-2.2,9,8.33,5.7,14.7,Media
101630,-2.9,7,8.33,6.65,14.2,Media
101540,-2.6,6.1,7.69,5.7,14.2,Media
101540,-2.3,6.1,8.33,6.27,14.4,Media
101410,-2.699998,6.5,8.33,5.67,14.9,Media
101290,-2.799997,6,8.33,6.11,14.6,Media
101140,-2.699998,5.8,8.33,5.73,14.3,Media
101160,-3.6,4.2,7.69,6.43,14.5,Media
101320,-3.299999,4.5,7.69,6.08,15.4,Media
101460,-5.1,6.1,7.69,6.2,15.4,Baja
101600,-3.4,4.7,8.33,6.07,15.5,Baja
101610,-2,6.9,7.69,5.67,15.3,Baja
101550,1.1,6.1,7.69,5.22,15.2,Baja
101440,1.7,5.4,7.14,5.38,14.7,Baja
101230,0.4,6.3,6.67,4.89,14.7,Baja
101180,2.700003,4.5,7.69,5.55,15.1,Media
101010,6,8.3,7.14,4.98,14.6,Media
100690,6.100003,12.8,5.56,4.86,14.2,Moderada
100480,4.800002,14,8.33,5.65,14.6,Moderada
100610,5.8,15.2,9.09,5.91,14.4,MuyAlta
100740,4.300003,16.7,10,6.77,14.6,Moderada
100940,1.400002,12.8,10,6.61,14.4,Moderada
101200,2.900002,12.5,10,6.62,13.9,Moderada
101340,3.400003,11.9,9.09,6.13,13.3,Moderada
101490,7.1,11.2,9.09,5.77,13.6,Media
101460,7,9.8,8.33,5.75,13.5,Media
101410,6.6,9.4,8.33,5.54,12.6,Media
101260,5.6,8.5,7.69,5.11,12.7,Media
101110,4.600001,5.4,7.14,5.1,12.7,Baja
101020,6.300002,6.1,6.67,5.2,13.7,Media
101110,5.9,6.4,5.88,5.25,12.8,Media
101220,8.900002,10.2,6.25,4.68,13.7,Media
101380,8.1,8.4,7.14,5.18,14,Media
101240,8.000002,8.9,7.69,5.27,13.9,Media
101020,8.200002,8.7,7.69,5.1,13.7,Media
100950,11.300001,11.4,5.26,4.96,13.9,Media
101100,10.5,11.3,6.67,5.06,14,Media
101390,8.800001,11.4,7.14,5.1,13.9,Media
101700,11.2,12,7.14,5.37,13.8,Media
101910,10.2,11.2,7.69,5.51,13.9,Media
102090,8.6,10.2,7.14,5.53,14,Media
102160,6.300002,12.9,7.69,5.27,14.1,Media
102270,4.3,13.4,7.69,5.25,14,Media
