@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4'

@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
97210,13.2,-1,4.9,14.81,8.89,969.6,11.1,MuyAlta
98160,16.400002,5.700002,11,10.81,8.63,976.4,10.6,MuyAlta
98740,13.2,7.900002,14.7,11.43,7.11,983.4,10.7,MuyAlta
99390,14.500002,6.800002,12.6,12.12,7.12,990.3,10.8,MuyAlta
100030,12.5,9.5,12.6,12.12,7.35,997.9,10,MuyAlta
100200,7.700002,9.4,9.5,10.81,7.58,1000.7,8.6,Moderada
100490,13.900002,4.800002,16.2,10.81,6.39,1000.5,9.1,MuyAlta
101120,11.400002,4.100001,12.8,10.81,6.92,1008.4,10,Moderada
101530,6.900002,5.700002,9.7,10,6.31,1014,10.6,Moderada
101830,-0.9,5.900003,6.3,8.33,6.91,1018,10.5,Media
101910,-5.2,7.9,8.1,8.33,6.42,1019.6,10.7,Media
101860,-7.199998,6,9.6,9.09,6.01,1020.4,10.9,Media
101570,-13.5,1.1,12.5,8.33,4.91,1018.1,10.9,Moderada
100670,-19.299999,-1.3,15.5,5.88,5.28,1012.5,10.7,MuyAlta
99890,-14.099998,6.900002,19.5,9.09,7.15,1001.7,10.4,MuyAlta
99870,-3.299999,13.000002,10.5,10,7.58,999.1,11.7,Moderada
99810,-4.9,8.7,7.8,9.09,7.02,998.8,11.4,Moderada
99530,-4.2,7.800003,10.9,10,7,995.7,11.4,Moderada
99310,-3.099998,6.7,10.2,9.09,6.74,993.3,11.3,Moderada
99040,-0.2,2.900002,3.8,9.09,6.8,990.5,11,Media
98990,4.800002,5.400002,8.5,8.33,6.26,988,11.2,Moderada
99230,-0.2,2.400003,3.1,9.09,6.93,992.8,10.6,Media
99450,4.700002,-0.399998,6.6,9.09,7.12,994.3,10.2,Media
99800,4.400002,3.400002,6.9,10,6.87,997.4,11,Media
99800,-2.099998,10.000002,7.6,9.09,5.95,998.3,11.2,Media
99640,-0.999998,7.5,11,10,6.01,996,10.2,Media
99830,13.4,2.300003,14,5.88,5.11,996.5,10.2,Media
100300,14.6,4,12.7,7.14,5.07,1000.8,10.5,Media
100780,11.400002,4.600001,14,6.67,5.2,1005.2,10.7,Moderada
101270,8.6,3.800003,11.9,8.33,5.6,1011.2,10.6,Media
101380,1.800002,5.800003,7.5,9.09,6.01,1013.3,10.6,Media
101040,-11.899999,8.900002,9.2,9.09,5.95,1011.5,10.4,Moderada
100070,-12.8,12.6,17.7,5.26,5.08,1004,10.3,MuyAlta
99880,3.4,7,7.5,10,7,999.2,11.2,Moderada
99980,1.5,5.100003,5.1,10.81,7.07,1000,11.2,Moderada
99520,-3.5,10.400002,10.3,9.09,6.71,996.7,10.9,Moderada
98990,-0.6,14.9,9.1,9.09,6.3,990.8,10.7,MuyAlta
98680,2.000001,16.1,12.9,12.9,7.49,987.2,10.7,MuyAlta
98550,9.7,11,15.7,12.12,8.09,982.3,10.6,Moderada
99110,17.300001,5.700002,14.2,12.12,6.89,987.3,10.5,Moderada
99710,16.100002,5.9,14.7,10.81,6.79,993.7,10.3,Moderada
100260,11.900002,1.1,12.9,10.81,6.29,999,9.9,Moderada
100670,9.100001,4,9.8,10.81,6.69,1004.9,10.1,Moderada
100880,7.900002,3.1,9.3,10,6.11,1007.7,9.5,Media
101270,8.000003,1,8.7,10,6.38,1011.2,9.7,Media
101550,6.300002,1.800003,7.2,9.09,6.21,1014.2,9.8,Media
101700,4.6,3.900002,7.4,9.09,6.4,1016.3,9.7,Media
101640,-0.6,8,7.7,7.69,6.08,1016.3,9.6,Media
101420,-1.2,12.000002,10.7,9.09,5.46,1014.9,10.2,Moderada
101130,-3.299999,12.4,14.6,7.69,5.31,1011.9,10.1,Moderada
100950,-3.499999,12.8,16.6,9.09,6.26,1009.9,10.1,Moderada
100910,-0.2,7.6,12.1,10,6.26,1008.2,9.5,Media
101020,4.000001,2.100002,4.2,8.33,6.12,1010.3,10.2,Media
101220,3.5,-0.7,4.4,9.09,5.96,1012.3,9.8,Media
101440,1.9,-0.8,1.2,13.79,6.65,1014.5,9.6,Moderada
101470,-2.6,0.5,2.3,10,8.03,1015.3,9.9,Media
101280,-6.9,0.7,6.2,12.12,7.49,1014.6,10,Media
101310,-9.299998,4,9.2,10.81,6.39,1014,10,Media
101150,-11.399999,4.7,10.7,9.09,5.18,1012.7,9.9,Media
101020,-14.399999,6.000001,14.1,5.88,4.97,1011.7,10,Moderada
100610,-15.199999,6.6,12.5,6.25,6.13,1008.4,10.3,Moderada
100280,-15.099998,8,16.2,10.81,6.18,1006,10.3,MuyAlta
99950,-14.5,7.100001,14.8,9.09,7.21,1002.5,10.7,MuyAlta
99410,-14.5,6.3,17.9,12.9,7.03,997.1,10.7,MuyAlta
99010,-8.9,10.900002,16.5,11.43,7.72,991.2,11.1,MuyAlta
99020,-2.4,8.3,9.4,11.43,8.2,991.5,10.2,MuyAlta
98900,1.800002,10.000002,10.6,10,7.61,988.9,10.4,Moderada
99170,5.1,5.500001,7.1,10,7.53,991.1,9.9,Moderada
99480,9.100001,6.200002,10.6,10.81,6.78,993.6,10.4,Moderada
99600,4.000003,8.600001,9.2,10,6.51,995.2,10.2,Moderada
99370,0.700002,7.4,7.3,10.81,6.74,994.4,10.3,Moderada
99090,1.000002,5.900002,8.5,8.33,6.91,991.4,9.7,Moderada
98920,6.1,1.9,4.9,10,7.6,987.6,9.5,Media
98930,10.400002,-0.899998,6.5,13.79,7.68,988.7,9.4,Moderada
99070,10.900002,1.1,10,8.33,6.03,989.7,9.1,Moderada
99110,7.400002,4.100001,5.2,10.81,7.53,989.9,8.9,Moderada
98930,4.800002,5.000001,6.4,9.09,7.07,989.1,9.3,Media
98800,-0.599998,2.800003,4.8,10,7.2,989.3,9.2,Media
98850,-1.499997,-4.199998,1.6,9.09,7.15,989.6,9,Moderada
99160,-1.3,-10.4,8,10,7.51,992.5,9.3,Media
99660,5.2,-11.999998,13.1,10.81,6.34,996,9,Media
100170,8.6,-9.3,11.5,8.33,5.85,1000.9,9.3,Moderada
100550,11.300001,-8.299998,12.7,8.33,5.56,1003.8,8.9,Moderada
100940,10.700002,-7.199998,12.8,10,6.45,1007.9,9.3,Moderada
101310,12.700002,-4.6,13.2,7.14,5.96,1012.3,9.3,Moderada
101590,12.800003,-3.1,13.3,9.09,5.99,1014.5,9.2,Moderada
101650,12.5,-1.099998,14.4,8.33,5.81,1014.3,9.5,Media
101770,11.5,-3.299999,9.9,9.09,5.83,1016.7,9.4,Moderada
102050,8.9,-0.999998,11.9,9.09,5.95,1018.8,9.3,Media
101830,6.000001,5.600001,4.5,10,5.92,1018.6,8.4,Moderada
101390,11.500002,9.500002,14.1,9.09,5.86,1012.4,9.6,MuyAlta
100710,18.900002,11.700002,19.1,9.09,6.4,1003.4,9.6,MuyAlta
100820,20.900002,-1.6,22.2,12.9,8.59,1004,8.6,MuyAlta
101330,14.600001,-4.499999,19,12.9,7.66,1009.7,8.8,MuyAlta
101520,10.6,-2.799999,13.9,10.81,7.77,1013.6,8.5,MuyAlta
101660,5.400002,-0.7,10.7,12.12,7.61,1015.3,8.2,Moderada
101680,0.9,-0.7,6.4,12.12,7.57,1015.9,8.2,Media
101470,-3.7,5.000003,5.5,11.43,6.44,1015.8,8.1,Media
100910,-9.599998,10,12.2,11.43,5.05,1011.9,8.8,Media
100030,-9.2,12.800003,15.7,6.25,5.04,1003.4,9.2,Moderada
99560,6.700002,9.200002,13.8,8.33,6.19,993.4,10.1,Moderada
99670,15.000002,5.2,15.9,10,6.09,994,8.6,MuyAlta
99670,9.700002,13.300003,16.2,8.33,6.86,994.6,8.8,MuyAlta
99480,12.4,10.800001,16.2,10.81,7.69,992.5,9.1,MuyAlta
99490,13.7,8.900002,16.3,16,8.48,992.2,9.2,MuyAlta
99630,12.400002,0.200002,12.7,14.81,8.35,993.6,8.6,MuyAlta
99860,14.500002,-4.299998,13.5,13.79,8.05,997.8,8.3,MuyAlta
100270,12.700002,-5.8,16.4,14.81,7.81,1001.2,7.3,MuyAlta
100640,12.300001,-6.699997,15.8,13.79,8.06,1004.4,7.4,MuyAlta
100800,12.000002,-7.299997,15.1,12.12,7.45,1006.3,7.4,MuyAlta
101080,12,-8.3,15.4,11.43,7.92,1009.6,7.5,MuyAlta
101420,8.900002,-6.099998,10.5,10,7.42,1013.2,7.9,Moderada
101500,7.6,0.500002,8.5,10,6.86,1014.6,8.2,Moderada
101230,6.3,9.000002,10.8,9.09,6.39,1011.6,8.7,Moderada
100930,9.8,7.900002,14.2,7.14,5.66,1006.8,9.1,Moderada
100690,9.600001,0.100002,9.9,10,6.04,1005.6,8.5,Moderada
100460,8.4,1.900002,8.8,10.81,7.44,1003.7,8.1,Moderada
100060,8.2,0.000002,10.2,10,6.71,999.8,7.2,Moderada
99860,10.8,-2.599998,12.1,12.12,6.18,997.1,6.4,Moderada
100040,12.6,-0.999998,13.5,11.43,6.09,998.7,5.7,MuyAlta
100580,17.100002,-3.9,17.1,8.33,6.57,1002.8,6.9,MuyAlta
100960,14.100001,-1.199997,16.7,11.43,7.3,1006.3,6.6,MuyAlta
101080,11.5,1.500002,13.2,12.12,7.86,1008.5,6.3,MuyAlta
100680,2.000001,8.500002,9.2,12.12,7.55,1006.8,6.6,Moderada
99040,-2.599998,18.900002,15.8,12.12,6.76,993.2,7.2,MuyAlta
97990,18.9,11.700002,12.6,7.69,6.68,979.7,6.3,MuyAlta
97430,17.800001,14.6,20.6,12.12,7.72,971.1,5.5,MuyAlta
97200,22.300001,11.400002,21.5,14.81,9.34,968.3,7.8,MuyAlta
97340,22.200001,6.400002,16.7,14.81,9.78,967.8,6.3,MuyAlta
97630,19.900002,2.4,20.3,16,9.47,971.7,7,MuyAlta
97980,18.200001,-0.399998,15.8,14.81,8.53,977.7,6.6,MuyAlta
98520,16.100002,-1.2,15.6,14.81,7.76,982.6,5.4,MuyAlta
98980,14.800001,-1.499998,15.6,11.43,7.96,987.2,5.2,MuyAlta
99320,12.1,-2.199998,13.2,12.9,8.96,990.9,4.6,MuyAlta
99620,12.5,-6.5,15,12.12,7.82,993.9,5.5,MuyAlta
99990,13.600001,-7.399997,18.2,11.43,7.15,997.8,3.7,MuyAlta
100350,14.1,-6.999999,17.2,10.81,7.3,1000.9,3.4,MuyAlta
100440,10.3,-1.999998,14.4,12.12,7.29,1003.3,4.3,Moderada
100320,4.800002,1.1,6.8,10.81,7.4,1002.6,4.5,Moderada
100190,3.600002,-2.199998,5.6,9.09,6.96,1002.1,2.7,Media
100000,0.100002,0.100002,1.9,10,6.59,1000.1,4,Media
99360,-7.3,-3.699997,7.2,10,6.69,996.8,3.9,Media
99190,-0.5,-11.499998,10.7,10,5.65,994.8,4.9,Media
99550,5.9,-6.999999,10.7,9.09,5.23,995.3,5,Media
99670,6.6,-2.9,12.2,12.9,6.28,995.1,4,Moderada
99740,3.600002,-5.999997,11.1,12.12,7.58,996.6,4.1,Moderada
100000,7.8,-7.1,12.7,11.43,6.69,998.5,3.3,Moderada
100410,15,-6,17.9,10.81,6.38,1000.8,2,MuyAlta
100780,17.200001,-5.499997,21.9,12.12,8.38,1005.4,2.7,MuyAlta
101240,13.800001,-5.899999,17.6,12.12,8.24,1010.1,2.8,MuyAlta
101670,12.4,-8.299997,18.2,11.43,7.6,1014,3.8,MuyAlta
101920,9.400002,-5.299998,15,11.43,7.32,1017.2,5.1,MuyAlta
102120,9.6,-0.5,12.7,10,7.05,1019.1,5.1,Moderada
102280,8.9,0.4,10.5,10,6.3,1021.4,6.5,Moderada
102470,9.600001,0.2,10,7.69,5.86,1023.9,7.1,Media
102610,9.500002,4.1,11.2,7.69,5.21,1025,6.9,Media
102680,7.1,7.3,11.2,7.69,5.21,1025.4,6.9,Moderada
102540,4.5,11.100001,14.8,7.14,5.31,1023.8,7.3,Moderada
102070,5,15.1,16.9,7.69,5.99,1019.1,8.3,MuyAlta
101670,7.200002,13.1,17.9,11.43,7.04,1014.3,7.8,MuyAlta
101280,10.500002,14.900002,17.8,10,7.35,1010.8,7.8,MuyAlta
101030,14.3,12.1,18.7,11.43,7.03,1007,8.5,MuyAlta
101330,17.700001,6.300003,20.6,11.43,7.98,1008.9,8.6,MuyAlta
102050,14.600001,-1.099998,21.2,13.79,8.91,1015.9,7.6,MuyAlta
102500,11.6,-1.999998,18.6,12.9,8.17,1021.9,6.9,MuyAlta
102710,9.600001,-1.999998,12.2,12.12,7.81,1024.4,4.6,MuyAlta
102980,8.800003,-7.6,14.8,?,?,1028,5.7,MuyAlta
103050,9.5,-2.3,12.6,11.43,8.14,1029.2,6.1,Moderada
102900,11.800003,1.7,11.8,9.09,6.68,1027.9,6,Moderada
102920,11.000003,-2.999997,11.5,8.33,6.52,1028.1,5.8,Moderada
103090,8.600001,-6.899999,11.7,12.12,6.4,1030.5,6.1,Moderada
103300,8.900003,-2.599998,9,8.33,6.27,1032.3,6.4,Media
103430,10.5,1.1,9.6,7.69,5.19,1033.3,6.6,Media
103490,8.200002,0.3,10,7.69,5.74,1033.6,7.2,Moderada
103440,5.800003,2.7,8.6,7.69,5.85,1033.6,7,Moderada
103320,3.9,7.200002,8.7,12.12,8.32,1033.3,7.1,Moderada
103190,-0.299997,8.000002,10,12.9,7.49,1031.5,7,Moderada
102740,-2.999999,11.700002,11.6,12.9,7.47,1028.5,6.8,Moderada
102280,-4.199998,12.600001,15.3,10.81,6.38,1023.2,7.4,Moderada
101760,-4,14.9,14.5,9.09,6.45,1018.3,8,Moderada
101590,-0.199997,14.8,14.2,10.81,6.93,1016.4,8.1,MuyAlta
101480,-4.499999,16.700001,15,10,7.54,1013.9,8.5,MuyAlta
101340,-3.599997,15.500002,15.1,12.9,7.57,1013.2,8.7,MuyAlta
101040,-8.199999,17.100002,13.7,11.43,7.41,1011.8,8.4,MuyAlta
100630,-9.999998,17,17.7,12.9,7.02,1008.2,8.3,MuyAlta
100560,-4.4,17.000004,16,10,7.37,1005.4,8.4,MuyAlta
100350,-3,14.800001,17,10,7.52,1003.5,8,MuyAlta
100200,-0.199998,10.4,11,10.81,7.82,1001.6,8.4,MuyAlta
100450,4.100001,9.300001,13.1,10.81,6.85,1002.9,7.9,Moderada
100560,-3.699998,9.600003,11,11.43,7.11,1005,7.8,MuyAlta
100420,0.900002,4.4,4.8,16,8.82,1004.6,7.4,Moderada
100350,3.2,2.7,5.3,14.81,8.56,1004,7.8,MuyAlta
100440,3.1,1.200003,5.6,16,9.85,1004.6,7.6,Moderada
100400,4.7,1,5,10.81,8.36,1003.7,7.5,Moderada
100400,5.7,-0.899997,5.6,13.79,8.48,1003.3,7.2,Moderada
100350,4.700002,0.900002,5,13.79,7.68,1002.4,6.7,Moderada
100260,-1.999998,5.800003,7.6,11.43,8.15,1002.5,6.6,Moderada
99890,-7.999999,8.8,9.7,10,7.12,1000.4,6.7,Moderada
99210,-8.199999,10.000002,15.4,8.33,5.87,994.5,7.4,Moderada
98690,-3.9,8,15.3,8.33,5.97,988.9,6.8,Moderada
98390,4.2,5.000003,8.3,9.09,6.79,984.1,6.4,Moderada
98540,8.000002,8.500002,11.7,9.09,6.06,983.8,7,Moderada
98870,0.900002,8.500002,9.1,17.39,7.22,987.7,6.8,Moderada
99010,2.200001,9.500002,8.6,16,8.01,989,7.1,Moderada
99050,-0.5,4.9,7.6,10.81,7.9,990,6.7,Moderada
99090,-3.399998,5.800002,5.9,12.9,8.31,991.7,7.3,Moderada
98790,-9.6,-3.299999,10.5,11.43,7.66,991,7.2,Moderada
98240,-7.2,-3.499999,17,11.43,5.75,985,7.4,Moderada
98280,-3.799999,-1.5,11.4,8.33,7.31,985.6,6.7,Moderada
98360,-3.999999,-5.099998,5.6,12.12,8.13,986.5,7,Moderada
98620,0.5,-6.399999,6.4,12.12,8.17,987.8,6.7,Moderada
99000,6,-6.999999,8.3,10.81,7.63,989.5,7.1,Moderada
99330,8,-4.599998,9.9,11.43,6.02,992.3,6.3,Media
99570,6.3,-2.4,5.1,10,6.37,995,5.7,Media
99570,-2.899998,1.500002,1.6,10,6.45,995.9,5.3,Media
99340,-9.199999,0.5,9.8,10,6.67,994.8,5.8,Media
98850,-19.099998,-2.6,14.2,5.56,4.92,992.2,6.7,Moderada
98310,-21.599998,-5.899999,14.6,6.67,5.65,988.3,7.5,MuyAlta
98230,-12.099998,-1.6,20.2,8.33,7.09,983.9,7.4,MuyAlta
98240,-9.599998,1.600002,9.7,11.43,8.08,985.3,7.8,MuyAlta
98250,-9.499998,-1.999997,10.3,12.12,8.94,984.4,7.8,MuyAlta
98270,-7.299998,-4.899999,9.6,11.43,7.85,983.7,7.6,Moderada
98120,-2.199998,-6.899999,9.6,11.43,7.68,982,6.9,Moderada
98310,2.8,-5.499999,8.9,10.81,7.61,982.4,7.2,Moderada
98500,1.700001,-1.6,5.7,12.9,8.04,984.2,6.5,Moderada
98740,3,1.800002,3.4,11.43,8.02,987.4,6.5,Moderada
98950,-1.6,4.800002,3.7,10.81,8.66,989.1,6.5,Media
98480,-8.6,8.7,9.7,12.12,6.87,986.8,7,Moderada
97340,-17.700001,5.4,16.8,12.9,6.04,978.5,7.6,MuyAlta
96250,-10.399999,7.4,22.9,10,7.68,964.2,7.3,MuyAlta
96020,-0.7,10.8,9.7,10.81,7.67,962.6,7.5,MuyAlta
96220,5.000001,14.800001,14.9,11.43,7.96,958.8,7,MuyAlta
96580,13.000002,18.200001,18.8,11.43,8.48,959.6,6.9,MuyAlta
97190,12.4,15.900002,21.5,12.9,8.61,968.3,5.9,MuyAlta
97660,9.900003,16.300001,20.4,11.43,8.12,974.3,6.7,MuyAlta
98170,6.900003,16.500002,16.7,12.9,8.41,980.1,6.8,MuyAlta
98540,1.700001,12.600001,11.2,12.9,8.47,984.7,6.6,Moderada
98750,1.400002,8.6,8.9,12.9,7.45,987.5,5.9,Moderada
99010,3.300002,4.500001,5.9,12.9,8.62,989.8,6.3,Moderada
99320,7.3,3.4,8.6,10.81,7.21,991.6,6.1,Media
99550,9.200003,5.100003,9,12.12,7.37,994.1,6.8,Moderada
99770,10.700002,3.600002,10,11.43,7.15,995.5,6.7,Moderada
99880,11.300001,0.700003,15.5,13.79,7.3,998.1,4,Moderada
99960,11.200002,2.1,10.6,10.81,7.67,998.2,5.5,Moderada
99960,7.500001,0.8,9,11.43,7.07,998,4.7,Moderada
99990,7.5,-1.9,8.1,10.81,6.93,998.8,4.2,Media
100110,8.700002,-3.799999,7.5,9.09,5.99,1000.9,3,Moderada
100290,9.2,-5.499999,10.3,10.81,5.82,1001.6,4.1,Moderada
100510,11.6,-1.499998,14.2,9.09,5.9,1003.4,3.8,Moderada
100720,9.5,-0.599998,9.9,6.67,5.75,1005.8,3.4,Moderada
100890,4,0.000003,4.5,10,7.41,1008.5,3.9,Moderada
100910,1.3,7.6,6.8,10,7.6,1009.1,4.5,Media
100810,8.500003,8.3,10.2,10,6.2,1006.5,7.4,Moderada
100960,14.900002,3.200001,16.8,6.67,5.4,1006.6,7,MuyAlta
101310,11.600001,3.4,17.2,10.81,7.12,1009.5,6.5,MuyAlta
101550,14.600001,5.200002,15.8,11.43,7.29,1012,6.1,MuyAlta
101950,16.700001,1.000002,16,17.39,8.53,1016,5.5,MuyAlta
102350,13.300001,-0.3,14,17.39,8.16,1020.4,6.3,MuyAlta
102550,9.300001,0.300003,10.2,16,8.56,1024.4,6.3,MuyAlta
102530,4.500001,5.200002,8.7,16,9.03,1024.3,6.2,Moderada
102200,-1.799999,6.300002,7.1,14.81,8.4,1022.7,5.9,Moderada
101330,-14.099998,5.2,11,14.81,6.59,1016.4,6.4,Moderada
99960,-21.4,8.200002,19.1,7.14,6.37,1005.2,6.5,MuyAlta
98760,-10.8,12.300001,26.1,10,8.18,990.7,6.1,MuyAlta
98500,8.500002,13.100001,13.6,12.12,8.96,984.4,6.4,MuyAlta
98380,4.200002,14,13.7,12.12,8.06,983.9,6.2,MuyAlta
98030,-2.1,16.200001,16,11.43,8.11,981.6,5.7,MuyAlta
97880,-5.8,10.9,19.5,12.12,8.45,980.3,6,MuyAlta
98110,-7.3,1.8,15.3,12.9,8.34,982.8,5.9,MuyAlta
98720,-5.7,-6.4,10.9,12.9,7.81,988.9,6.6,Moderada
99420,-1.6,-6.999999,5.6,12.12,7.88,995.3,6.6,Moderada
99730,1.5,0.7,4.1,12.12,8.09,996.7,6.3,Moderada
99030,-3.9,9.2,11.6,11.43,7.26,991.2,6.2,Moderada
97800,0.4,11.5,18,11.43,5.64,979.1,4.8,Moderada
97640,18.200003,0.100002,14.5,7.69,5.97,974.7,5.9,MuyAlta
97880,20.9,2.8,14,10,6.81,976.3,4.3,MuyAlta
97890,20,6,17.8,10,7.53,976.8,6.1,MuyAlta
97870,19.600002,6,17.3,13.79,8.47,974.6,5.8,MuyAlta
98010,18.300001,1.7,14,13.79,9.44,974.7,5.5,MuyAlta
98100,16.500002,-2.6,15.6,12.9,8.26,978.5,5.7,MuyAlta
98450,15.1,-6,14,11.43,7.5,982.3,6.2,MuyAlta
99030,15.5,-7.3,17.3,10.81,7.13,987.8,5.1,Moderada
99170,13.100001,-2.999997,12.8,9.09,6.8,990,5.3,Moderada
99220,8.500002,1.6,9.8,9.09,6.41,990.6,4.7,Moderada
98940,2,3.3,10,9.09,6.69,989.6,4.8,Media
98950,1.1,0.400002,3.1,10,6.84,989.9,4.2,Media
99070,4,-2.599998,4.3,8.33,6.27,991.1,4.4,MuyAlta
99620,7.300002,-5.1,5.7,13.79,11.09,995.5,3.4,Moderada
100010,11.500002,-5.899999,11.2,12.9,7.56,998.4,4.8,Moderada
100160,11.500002,-6.299998,15.8,12.12,7.04,1000.3,2.3,MuyAlta
100440,11.100001,-9.399999,13.2,12.12,6.95,1002.3,1.5,MuyAlta
100810,12.800003,-8.099998,17.2,10.81,6.72,1006.3,4,MuyAlta
101240,13.100003,-10.4,17.4,10,7.58,1009.6,4.6,MuyAlta
101650,11,-11.1,15.7,10,6.91,1014.2,4.4,MuyAlta
101970,9.000003,-7.4,14.3,10,7.01,1018.1,5,Moderada
102040,6.1,-1.2,8.5,9.09,6.62,1020,5.2,Moderada
101970,3.000001,2.500001,5.6,10.81,6.88,1019.6,5.9,Media
101750,-2.1,10.100001,6.7,10,5.58,1016.6,5.6,Moderada
100890,-10,14.700002,16.9,5.88,5.16,1011.1,6.2,MuyAlta
100230,-3.499999,13.500002,19.9,10,6.98,1002.4,5.5,MuyAlta
100350,9.900002,5,9.4,12.12,8.09,1002.8,6.6,MuyAlta
100400,4.500001,5.9,8.1,12.12,7.77,1003.8,6.3,MuyAlta
100390,1.800002,8.500002,9.4,10.81,8.16,1003.4,6.3,MuyAlta
100500,4.200002,6.5,7.4,10.81,8.7,1004.7,5,MuyAlta
100790,3.600002,6.100001,10,12.9,9.04,1007.3,6.3,MuyAlta
100920,3.600002,7.8,9,13.79,8.89,1008.8,6,MuyAlta
101100,4.100001,7.4,11.4,14.81,9.32,1010.2,5.4,MuyAlta
101180,2.800002,8.300001,8.3,13.79,8.28,1011.3,6.1,Moderada
101030,-1.4,11.900002,12.8,14.81,7.77,1010.8,6.5,Moderada
100460,-5.999999,16.700001,16.5,6.67,6.28,1005.5,6.8,MuyAlta
100410,11.000002,-3.999999,15.2,?,?,1002.5,6.6,MuyAlta
101290,9.100001,-2.599998,9,10.81,7.66,1011,6.5,MuyAlta
101630,3.7,2.200001,5.3,12.12,8.28,1015.7,6.4,Moderada
101600,-4.5,5.9,8.9,12.12,8.92,1016.8,6.1,MuyAlta
101280,-10.6,9.400002,14.6,12.12,7.56,1014.5,6.1,MuyAlta
100680,-13.7,15.700002,20.3,7.69,6.89,1008.4,7.3,MuyAlta
100650,-8.9,15.3,20.7,10,7.18,1006.1,7.3,MuyAlta
100880,-2.199998,4.7,9.6,12.12,8.18,1008.7,7.2,MuyAlta
100200,-6.699998,6.8,10.4,10.81,8.54,1003.2,7,MuyAlta
99950,-3.799999,13.600001,15.8,10.81,8.03,1000.3,7.9,MuyAlta
99930,2.300002,7.6,9.1,10.81,8.45,997.7,6,MuyAlta
100540,4.900002,4.9,11.1,10.81,8.54,1003,6.2,MuyAlta
100860,-5.3,13.000002,11.2,12.9,8.34,1008.3,6.5,MuyAlta
100850,-3.499999,12.500002,12.6,11.43,7.63,1008.3,7.3,MuyAlta
100330,-13.899999,6.1,12.2,10.81,7.7,1006.3,6.8,MuyAlta
99500,-11.699999,12.3,15.8,10.81,7.23,996.9,7.3,MuyAlta
99240,-7.9,12.600003,19.3,11.43,7.35,992.6,7.9,MuyAlta
99490,3.2,8.500002,7.9,10,8.89,994.2,6.6,MuyAlta
100190,4.600001,9,9.8,12.9,9.06,1000.3,6.6,MuyAlta
100790,4.000001,9.2,15.1,12.12,8.29,1006.3,5.9,MuyAlta
101290,2.400002,9.800001,11.1,12.12,8.51,1011.1,6.6,MuyAlta
101420,-5.299998,6.1,9.2,11.43,8.58,1013.7,6.3,MuyAlta
101100,-10.199997,3.300002,11,11.43,8.2,1012.8,6.3,Moderada
100600,-13.7,0.9,13.7,10.81,7.73,1008.4,6.6,Moderada
100030,-17.099998,5.200002,17.9,7.14,6.45,1002.5,6.8,MuyAlta
99710,-15.499998,9.700002,18,8.33,6.47,999.5,7.1,MuyAlta
99610,-11.7,9.800001,17.4,10,6.95,998.1,7.3,MuyAlta
99690,-10.899999,11.700002,18.5,10,7.05,997.7,7.3,MuyAlta
99760,-12.5,10.400002,16.2,10.81,7.77,998.4,6.6,MuyAlta
99980,-7.599998,7.700002,14.4,11.43,8.04,999.1,6.6,MuyAlta
100130,-5.5,3.500001,8.4,14.81,8.77,1000.6,6.9,MuyAlta
100220,-2.999999,0.900002,4.1,11.43,8.5,1001.9,6.8,Moderada
100400,-3.4,-4.799998,2.2,12.12,8.53,1003.3,5.3,Moderada
100420,-2.1,-4.499999,1.3,12.12,8.04,1004.1,6.2,Moderada
100520,-0.1,-7.7,8,10.81,8.06,1005.1,5.8,Media
100500,-0.999997,-4.6,4.9,12.12,7.72,1005.2,5.3,Media
100560,-1.8,-1.3,2,10.81,7.97,1004.6,4.8,Moderada
100590,-3,4.2,8.3,12.9,8.2,1005.1,5.5,Media
100760,-2.7,2.900002,5.5,12.9,7.65,1007.7,6.1,Media
100660,-7.699998,2.800002,8.4,11.43,6.37,1007.7,6.4,Media
100340,-11.099998,3.4,9.8,11.43,5.66,1005.4,6.6,Moderada
99900,-14.199999,4.800002,15.4,6.25,5.41,1001.7,7.4,Moderada
99430,-17.699999,5,17,8.33,6.22,997.8,7.3,MuyAlta
99090,-16.499998,7.500001,17.6,9.09,7.02,993.6,7.4,MuyAlta
98890,-13.199999,10.000002,14.9,10.81,7.54,990.2,7.1,MuyAlta
99040,-5.4,16.100002,17.8,10.81,7.69,990,7.5,MuyAlta
99920,4.000001,14.100001,14.5,12.9,8.46,997.4,6.8,MuyAlta
100350,-3.399998,11.300001,13.8,10.81,8.13,1002.9,6.8,MuyAlta
100390,-12.7,9.000002,13,10.81,7.75,1004.7,6.9,MuyAlta
99890,-16.6,11.100001,17.6,10,6.96,1001.6,6.8,MuyAlta
99570,-13.799997,13.6,18.6,9.09,7.28,996.8,7.1,MuyAlta
99360,-12.3,10.400002,20,12.12,7.67,994.9,7.4,MuyAlta
99200,-8.399999,11.400003,18,10,7.83,992.1,7.3,MuyAlta
99440,-3.799999,7.8,9,12.9,8.79,994.8,7.1,MuyAlta
